Item Name,Serving Size,Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg)
"Peas, edible-podded, raw",Not specified,2.8,0.2,7.55,4.0,2.6,4.0,0.0
"Babyfood, peas and brown rice",Not specified,3.4,0.5,11.5,2.89,2.5,6.0,0.0
"Babyfood, peas, dices, toddler",Not specified,3.9,0.8,10.3,4.13,3.9,48.0,0.0
"Babyfood, vegetables, peas, strained",Not specified,3.27,0.43,8.36,2.01,2.0,5.0,0.0
"Peas and carrots, frozen, unprepared",Not specified,3.4,0.47,11.2,0.0,3.4,79.0,0.0
"Peas and onions, frozen, unprepared",Not specified,3.98,0.32,13.5,0.0,3.5,61.0,0.0
"Peas, edible-podded, frozen, unprepared",Not specified,2.8,0.3,7.2,0.0,3.1,4.0,0.0
"Peas and onions, canned, solids and liquids",Not specified,3.28,0.38,8.57,0.0,2.3,442.0,0.0
"Peas, mature seeds, sprouted, raw",Not specified,8.8,0.68,27.1,0.0,0.0,20.0,0.0
"SMART SOUP, Moroccan Chick Pea",Not specified,2.0,1.06,9.7,4.2,3.1,148.0,0.0
"Snacks, peas, roasted, wasabi-flavored",Not specified,14.1,14.1,62.2,14.1,3.8,300.0,0.0
"Soup, pea, green, canned, condensed",Not specified,6.54,2.23,20.2,6.52,3.9,680.0,0.0
"Peas, green, canned, seasoned, solids and liquids",Not specified,3.09,0.27,9.25,0.0,2.0,254.0,0.0
"Peas, green, cooked, boiled, drained, with salt",Not specified,5.36,0.22,15.6,5.93,5.5,239.0,0.0
"Peas, green, split, mature seeds, raw",Not specified,23.1,3.89,61.6,3.14,22.2,5.0,0.0
"Soup, pea, split with ham, canned, condensed",Not specified,7.68,3.28,20.8,0.0,1.7,630.0,6.0
"Peas, edible-podded, boiled, drained, without salt",Not specified,3.27,0.23,7.05,3.99,2.8,4.0,0.0
"Peas, edible-podded, cooked, boiled, drained, with salt",Not specified,3.27,0.23,6.46,3.99,2.8,240.0,0.0
"Blackeye pea, canned, sodium added, drained and rinsed",Not specified,6.92,1.3,19.2,0.0,0.0,227.0,0.0
"Peas and carrots, canned, no salt added, solids and liquids",Not specified,2.17,0.27,8.48,2.83,3.3,4.0,0.0
"Peas and carrots, canned, regular pack, solids and liquids",Not specified,2.17,0.27,8.48,0.0,2.0,260.0,0.0
"Peas and carrots, frozen, cooked, boiled, drained, with salt",Not specified,3.09,0.42,10.1,4.36,3.1,304.0,0.0
"Peas and onions, frozen, cooked, boiled, drained, with salt",Not specified,2.54,0.2,8.63,3.77,2.2,273.0,0.0
"Peas, green, canned, no salt added, drained solids",Not specified,4.42,0.35,12.6,4.16,4.1,2.0,0.0
"Peas, green, canned, no salt added, solids and liquids",Not specified,3.19,0.3,9.75,3.2,3.3,9.0,0.0
"Peas, green, canned, regular pack, solids and liquids",Not specified,3.01,0.48,10.6,3.2,3.3,185.0,0.0
"Peas, green, cooked, boiled, drained, without salt",Not specified,5.36,0.22,15.6,5.93,5.5,3.0,0.0
"Peas, green, frozen, cooked, boiled, drained, with salt",Not specified,5.15,0.27,14.3,4.4,4.5,323.0,0.0
"Peas, split, mature seeds, cooked, boiled, with salt",Not specified,8.34,0.39,20.5,2.9,8.3,238.0,0.0
"Pigeon peas (red gram), mature seeds, raw",Not specified,21.7,1.49,62.8,0.0,15.0,17.0,0.0
"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",Not specified,3.5,0.38,8.43,4.82,3.1,241.0,0.0
"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",Not specified,3.5,0.38,9.02,4.82,3.1,5.0,0.0
"Peas and carrots, frozen, cooked, boiled, drained, without salt",Not specified,3.09,0.42,10.1,4.36,3.1,68.0,0.0
"Peas and onions, frozen, cooked, boiled, drained, without salt",Not specified,2.54,0.2,8.63,3.77,2.2,37.0,0.0
"Peas, green, canned, drained solids, rinsed in tap water",Not specified,4.33,0.95,11.8,0.0,0.0,231.0,0.0
"Peas, green, frozen, cooked, boiled, drained, without salt",Not specified,5.15,0.27,14.3,4.4,4.5,72.0,0.0
"Peas, mature seeds, sprouted, cooked, boiled, drained, with salt",Not specified,7.05,0.51,17.1,0.0,0.0,239.0,0.0
"Peas, split, mature seeds, cooked, boiled, without salt",Not specified,8.34,0.39,21.1,2.9,8.3,2.0,0.0
"Soup, pea, green, canned, prepared with equal volume milk",Not specified,4.97,2.77,12.7,0.0,1.1,352.0,7.0
"Peppers, bell, green, raw",Not specified,0.715,0.106,4.78,0.0,0.942,0.0,0.0
"Peppers, bell, orange, raw",Not specified,0.882,0.156,6.7,0.0,0.967,0.0,0.0
"Peppers, bell, red, raw",Not specified,0.896,0.126,6.65,0.0,1.16,0.0,0.0
"Peppers, bell, yellow, raw",Not specified,0.819,0.121,6.6,0.0,1.07,0.0,0.0
"TACO BELL, Nachos",Not specified,4.32,21.5,34.9,2.17,3.2,313.0,3.0
"TACO BELL, Bean Burrito",Not specified,7.35,6.05,31.2,1.73,4.2,563.0,5.0
"TACO BELL, Nachos Supreme",Not specified,6.21,12.5,21.4,1.63,3.7,348.0,14.0
"TACO BELL, Taco Salad",Not specified,6.69,9.17,15.1,0.0,3.0,363.0,19.0
"TACO BELL, BURRITO SUPREME with beef",Not specified,7.03,6.8,23.4,2.1,3.7,451.0,12.0
"TACO BELL, BURRITO SUPREME with chicken",Not specified,9.84,6.42,20.5,0.0,2.4,564.0,21.0
"TACO BELL, BURRITO SUPREME with steak",Not specified,9.13,7.27,20.3,0.0,2.4,534.0,21.0
"TACO BELL, Soft Taco with steak",Not specified,11.8,12.1,17.2,0.0,1.6,551.0,31.0
"TACO BELL, Original Taco with beef, cheese and lettuce",Not specified,8.86,12.7,19.8,0.9,3.9,397.0,28.0
"TACO BELL, Soft Taco with beef, cheese and lettuce",Not specified,9.25,9.75,20.2,1.57,2.9,560.0,25.0
"TACO BELL, Soft Taco with chicken, cheese and lettuce",Not specified,13.3,6.35,19.7,1.3,1.2,613.0,29.0
"Pepper, banana, raw",Not specified,1.66,0.45,5.35,1.95,3.4,13.0,0.0
"Peppers, ancho, dried",Not specified,11.9,8.2,51.4,0.0,21.6,43.0,0.0
"Peppers, hungarian, raw",Not specified,0.8,0.41,6.7,3.53,1.0,1.0,0.0
"Peppers, jalapeno, raw",Not specified,0.91,0.37,6.5,4.12,2.8,3.0,0.0
"Peppers, pasilla, dried",Not specified,12.4,15.8,51.1,0.0,26.8,89.0,0.0
"Peppers, serrano, raw",Not specified,1.74,0.44,6.7,3.83,3.7,10.0,0.0
"Spices, pepper, black",Not specified,10.4,3.26,64.0,0.64,25.3,20.0,0.0
"Spices, pepper, white",Not specified,10.4,2.12,68.6,0.0,26.2,5.0,0.0
"Peppered loaf, pork, beef",Not specified,17.3,6.37,4.53,4.61,0.0,732.0,46.0
"Peppers, chili, green, canned",Not specified,0.72,0.27,4.6,0.0,1.7,397.0,0.0
"Peppers, hot pickled, canned",Not specified,0.8,0.4,4.56,1.6,2.6,1430.0,0.0
"Peppers, sweet, green, raw",Not specified,0.86,0.17,4.64,2.4,1.7,3.0,0.0
"Peppers, sweet, green, sauteed",Not specified,0.78,11.8,4.22,2.17,1.8,17.0,0.0
"Peppers, sweet, red, raw",Not specified,0.99,0.3,6.03,4.2,2.1,4.0,0.0
"Peppers, sweet, red, sauteed",Not specified,1.04,12.8,6.57,4.28,1.8,21.0,0.0
"Peppers, sweet, yellow, raw",Not specified,1.0,0.21,6.32,0.0,0.9,2.0,0.0
"Spices, pepper, red or cayenne",Not specified,12.0,17.3,56.6,10.3,27.2,30.0,0.0
"Peppers, hot chile, sun-dried",Not specified,10.6,5.81,69.9,41.1,28.7,91.0,0.0
"Peppers, hot chili, green, raw",Not specified,2.0,0.2,9.46,5.1,1.5,7.0,0.0
"Peppers, hot chili, red, raw",Not specified,1.87,0.44,8.81,5.3,1.5,9.0,0.0
"Peppers, jalapeno, canned, solids and liquids",Not specified,0.92,0.94,4.74,2.14,2.6,1670.0,0.0
"Peppers, sweet, red, freeze-dried",Not specified,17.9,3.0,68.7,40.8,21.3,193.0,0.0
"Sauce, ready-to-serve, pepper or hot",Not specified,0.51,0.37,1.75,1.26,0.3,2640.0,0.0
"Sauce, ready-to-serve, pepper, TABASCO",Not specified,1.29,0.76,0.8,0.13,0.6,633.0,0.0
"Beverages, carbonated, pepper-type, contains caffeine",Not specified,0.0,0.1,10.4,0.0,0.0,10.0,0.0
"Peppers, sweet, green, canned, solids and liquids",Not specified,0.8,0.3,3.9,0.0,1.2,1370.0,0.0
"Peppers, sweet, green, frozen, chopped, unprepared",Not specified,1.08,0.21,4.45,0.0,1.6,5.0,0.0
"Peppers, sweet, red, canned, solids and liquids",Not specified,0.8,0.3,3.9,0.0,1.2,1370.0,0.0
"Peppers, sweet, red, frozen, chopped, unprepared",Not specified,1.08,0.21,4.45,3.26,1.6,5.0,0.0
"Corn with red and green peppers, canned, solids and liquids",Not specified,2.33,0.55,18.2,0.0,0.0,347.0,0.0
"Peppers, sweet, green, cooked, boiled, drained, with salt",Not specified,0.92,0.2,6.11,3.19,1.2,238.0,0.0
"Peppers, sweet, red, cooked, boiled, drained, with salt",Not specified,0.92,0.2,6.11,4.39,1.2,238.0,0.0
"Sauce, chili, peppers, hot, immature green, canned",Not specified,0.7,0.1,5.0,2.55,1.9,25.0,0.0
"Sauce, peppers, hot, chili, mature red, canned",Not specified,0.9,0.6,3.9,2.55,0.7,25.0,0.0
"Peppers, sweet, green, cooked, boiled, drained, without salt",Not specified,0.92,0.2,6.7,3.19,1.2,2.0,0.0
"Gourd, dishcloth (towelgourd), raw",Not specified,1.2,0.2,4.35,2.02,1.1,3.0,0.0
"Kanpyo, (dried gourd strips)",Not specified,8.58,0.56,65.0,0.0,9.8,15.0,0.0
"Gourd, white-flowered (calabash), raw",Not specified,0.62,0.02,3.39,0.0,0.5,2.0,0.0
"Balsam-pear (bitter gourd), pods, raw",Not specified,1.0,0.17,3.7,0.0,2.8,5.0,0.0
"Balsam-pear (bitter gourd), leafy tips, raw",Not specified,5.3,0.69,3.29,0.0,0.0,11.0,0.0
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",Not specified,0.66,0.34,13.8,5.17,2.9,257.0,0.0
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",Not specified,0.66,0.34,14.3,5.17,2.9,21.0,0.0
"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",Not specified,0.6,0.02,3.1,0.0,1.2,238.0,0.0
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",Not specified,0.84,0.18,4.32,1.95,2.0,242.0,0.0
"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",Not specified,0.6,0.02,3.69,0.0,1.2,2.0,0.0
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",Not specified,3.6,0.2,6.16,1.04,1.9,249.0,0.0
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",Not specified,0.84,0.18,4.32,1.95,2.0,6.0,0.0
"Pomegranate juice, bottled",Not specified,0.15,0.29,13.1,12.6,0.1,9.0,0.0
"Water, bottled, generic",Not specified,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",Not specified,3.6,0.2,6.68,1.04,1.9,13.0,0.0
"Beverages, water, bottled, PERRIER",Not specified,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Cranberry juice cocktail, bottled",Not specified,0.0,0.1,13.5,11.9,0.0,2.0,0.0
"Beverages, water, bottled, POLAND SPRING",Not specified,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Beverages, Whiskey sour mix, bottled",Not specified,0.1,0.1,21.4,21.4,0.0,102.0,0.0
"Lime juice, canned or bottled, unsweetened",Not specified,0.25,0.23,6.69,1.37,0.4,16.0,0.0
"Olives, pickled, canned or bottled, green",Not specified,1.03,15.3,3.84,0.54,3.3,1560.0,0.0
"Water, bottled, non-carbonated, NAYA",Not specified,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Beverages, cranberry-apple juice drink, bottled",Not specified,0.0,0.11,15.8,14.5,0.0,2.0,0.0
"Beverages, cranberry-apricot juice drink, bottled",Not specified,0.2,0.0,16.2,0.0,0.1,2.0,0.0
"Beverages, cranberry-grape juice drink, bottled",Not specified,0.2,0.1,14.0,0.0,0.1,3.0,0.0
"Beverages, water, bottled, non-carbonated, CALISTOGA",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Beverages, water, bottled, non-carbonated, DANNON",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Beverages, water, bottled, non-carbonated, EVIAN",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Grapefruit juice, white, canned or bottled, unsweetened",Not specified,0.55,0.7,7.59,0.0,0.2,1.0,0.0
"Grapefruit juice, white, canned or bottled, unsweetened",Not specified,0.55,0.66,7.54,7.69,0.6,2.0,1.0
"Gravy, chicken, canned or bottled, ready-to-serve",Not specified,0.71,2.62,5.29,0.3,0.1,389.0,5.0
"Lemon juice from concentrate, bottled, CONCORD",Not specified,0.4,0.07,5.37,1.42,0.0,29.0,0.0
"Lemon juice from concentrate, canned or bottled",Not specified,0.45,0.07,5.62,1.53,0.7,24.0,0.0
"Orange-grapefruit juice, canned or bottled, unsweetened",Not specified,0.6,0.1,10.3,10.2,0.1,3.0,0.0
"Sauce, tomato chili sauce, bottled, with salt",Not specified,2.5,0.3,19.8,13.3,2.4,1340.0,0.0
"Babyfood, water, bottled, GERBER, without added fluoride",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Beverages, DANNON, water, bottled, non-carbonated, with Fluoride",Not specified,0.0,0.0,0.03,0.0,0.0,1.0,0.0
"Beverages, water, bottled, non-carbonated, CRYSTAL GEYSER",Not specified,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Beverages, water, bottled, non-carbonated, PEPSI, AQUAFINA",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY",Not specified,0.54,0.64,7.51,7.69,0.6,2.0,0.0
"Lemon juice from concentrate, bottled, REAL LEMON",Not specified,0.47,0.07,5.66,1.59,0.7,26.0,0.0
"Whiskey sour mix, bottled, with added potassium and sodium",Not specified,0.1,0.1,21.4,0.0,0.0,33.0,0.0
"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",Not specified,0.1,0.13,11.3,9.62,0.2,4.0,0.0
"Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled",Not specified,0.29,0.0,13.7,13.1,0.6,19.0,0.0
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid",Not specified,0.37,0.13,14.8,14.2,0.2,5.0,0.0
"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",Not specified,0.36,0.12,12.9,9.98,0.2,2.0,0.0
"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",Not specified,0.1,0.13,11.3,9.62,0.2,4.0,0.0
"Beverages, The COCA-COLA company, DASANI, water, bottled, non-carbonated",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",Not specified,0.0,0.0,1.25,0.0,0.0,10.0,0.0
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",Not specified,0.37,0.13,14.8,14.2,0.2,5.0,0.0
BITTER GOURD,100.0 g,2.0,0.0,7.0,0.0,2.0,0.0,0.0
"Balsam-pear (bitter gourd), pods, raw",Not specified,1.0,0.17,3.7,0.0,2.8,5.0,0.0
"Balsam-pear (bitter gourd), leafy tips, raw",Not specified,5.3,0.69,3.29,0.0,0.0,11.0,0.0
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",Not specified,0.84,0.18,4.32,1.95,2.0,242.0,0.0
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",Not specified,3.6,0.2,6.16,1.04,1.9,249.0,0.0
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",Not specified,0.84,0.18,4.32,1.95,2.0,6.0,0.0
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",Not specified,3.6,0.2,6.68,1.04,1.9,13.0,0.0
"Gourd, dishcloth (towelgourd), raw",Not specified,1.2,0.2,4.35,2.02,1.1,3.0,0.0
"Kanpyo, (dried gourd strips)",Not specified,8.58,0.56,65.0,0.0,9.8,15.0,0.0
"Gourd, white-flowered (calabash), raw",Not specified,0.62,0.02,3.39,0.0,0.5,2.0,0.0
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",Not specified,0.66,0.34,13.8,5.17,2.9,257.0,0.0
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",Not specified,0.66,0.34,14.3,5.17,2.9,21.0,0.0
"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",Not specified,0.6,0.02,3.1,0.0,1.2,238.0,0.0
"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",Not specified,0.6,0.02,3.69,0.0,1.2,2.0,0.0
"BITTER ORANGE MARINADE, BITTER ORANGE",30.0 ml,0.0,0.0,93.3,93.3,0.0,1400.0,0.0
AROMATIC BITTERS,2.5 MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BITTER MELON,47.0 g,0.0,0.0,4.26,0.0,2.1,0.0,0.0
BITTER ORANGE,27.0 ml,0.0,0.0,14.8,14.8,0.0,0.0,0.0
BITTER ORANGE,30.0 ml,0.0,0.0,10.0,10.0,0.0,33.0,0.0
BITTER ORANGE,15.0 ml,0.0,0.0,0.0,6.67,0.0,233.0,0.0
BITTERS & SODA,355.0 MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BITTERS & SODA,355.0 MLT,0.0,0.0,0.28,0.0,0.0,0.0,0.0
ORANGE BITTERS,1.2000000476837158 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BITTER ORANGE FRUIT SPREAD, BITTER ORANGE",20.0 g,0.0,0.0,55.0,55.0,0.0,0.0,0.0
"SPECIAL BITTER COCOA SPREAD, SPECIAL BITTER",30.0 g,0.0,26.7,66.7,60.0,0.0,117.0,0.0
"BITTER CLASSIC FRENCH DUSTED TRUFFLES, BITTER CLASSIC",30.0 g,3.33,43.3,50.0,40.0,6.7,0.0,0.0
"BITTER-SWEET ORANGE MARMALADE, BITTER-SWEET ORANGE",19.0 g,0.0,0.0,63.2,63.2,0.0,53.0,0.0
"BLOOD ORANGE BITTERS KOMBUCHA, BLOOD ORANGE BITTERS",236.0 ml,0.0,0.0,3.39,3.39,0.0,4.0,0.0
"HERO, PREMIUM MARMALADE, BITTER ORANGE, BITTER ORANGE",20.0 g,0.0,0.0,60.0,50.0,0.0,0.0,0.0
"RICO, MARINATING SAUCE, BITTER ORANGE, BITTER ORANGE",240.0 ml,0.42,0.0,11.7,11.7,0.0,0.0,0.0
"BITTER MELON ORGANIC HERBAL TEA BAGS, BITTER MELON",1.5 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BITTER LEMON SODA,240.0 ml,0.0,0.0,11.2,10.8,0.0,12.0,0.0
BOTANICAL BITTERS & SODA,250.0 MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHERRY BITTERS, CHERRY",0.8999999761581421 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CITRUS BITTERS, CITRUS",1.7999999523162842 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MARINADE, BITTER ORANGE",30.0 MLT,0.0,0.0,13.3,13.3,0.0,0.0,0.0
"MARINADE, BITTER ORANGE",30.0 ml,0.0,0.0,13.3,13.3,0.0,0.0,0.0
NATURAL HERB BITTERS,20.0 MLT,0.05,0.5,0.55,0.0,0.0,0.0,0.0
"ORANGE BITTERS, ORANGE",2.5 MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TONIC, BITTER LEMON",250.0 ml,0.0,0.0,5.6,5.6,0.0,0.0,0.0
TRADITIONAL BITTER CHOCOLATE,8.0 GRM,12.5,50.0,25.0,0.0,12.5,0.0,0.0
"ALL PURPOSE SEASONED SALT WITH BITTER ORANGE, BITTER ORANGE",1.0 g,0.0,0.0,0.0,0.0,0.0,19400.0,0.0
"CHIN CHIN, DRINK, WAX GOURD",240.0 ml,0.0,0.0,9.58,8.75,0.0,0.0,0.0
"GOYA, ALL PURPOSE ADOBO SEASONING, BITTER ORANGE, BITTER ORANGE",1.0 g,0.0,0.0,0.0,0.0,0.0,34000.0,0.0
1L BOTTLE BITTER LEMON,360.0 MLT,0.0,0.0,13.1,12.2,0.0,0.0,0.0
DRIED BITTER APRICOT KERNELS,1.0 g,0.0,50.0,0.0,0.0,0.0,0.0,0.0
"ORANGE BITTERS & SODA, ORANGE",355.0 MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BITTER ORANGE PEEL IN SYRUP,56.70000076293945 g,0.0,0.88,68.8,61.7,0.0,18.0,0.0
"BITTER-SWEET MARMALADE, ORANGE",19.0 g,0.0,0.0,63.2,63.2,0.0,53.0,0.0
BITTER-SWEET ORANGE MARMALADE,19.0 GRM,0.0,0.0,63.2,63.2,0.0,53.0,0.0
ZUCCHINI,95.0 g,1.05,0.0,4.21,3.16,1.1,0.0,0.0
"Squash, zucchini, baby, raw",Not specified,2.71,0.4,3.11,0.0,1.1,3.0,0.0
"Squash, summer, zucchini, includes skin, raw",Not specified,1.21,0.32,3.11,2.5,1.0,8.0,0.0
"Squash, summer, zucchini, italian style, canned",Not specified,1.03,0.11,6.85,0.0,0.0,374.0,0.0
"Squash, summer, green, zucchini, includes skin, raw",Not specified,0.984,0.205,3.27,0.0,0.752,0.0,0.0
"Squash, summer, zucchini, includes skin, frozen, unprepared",Not specified,1.16,0.13,3.58,1.71,1.3,2.0,0.0
"Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt",Not specified,1.14,0.36,2.69,1.71,1.0,239.0,0.0
"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",Not specified,1.14,0.36,2.69,1.71,1.0,3.0,0.0
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, with salt",Not specified,1.15,0.13,2.97,1.69,1.3,238.0,0.0
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",Not specified,1.15,0.13,3.56,1.69,1.3,2.0,0.0
"ZUCCHINI BAKE, ZUCCHINI",198.0 g,4.55,1.26,12.6,3.54,2.0,278.0,28.0
"ZUCCHINI BREAD, ZUCCHINI",50.0 g,6.0,18.0,50.0,30.0,2.0,270.0,80.0
"ZUCCHINI LOAF, ZUCCHINI",57.0 g,5.26,14.0,36.8,22.8,3.5,281.0,44.0
"ZUCCHINI NOODLES, ZUCCHINI",85.0 GRM,1.18,0.0,3.53,2.35,1.2,6.0,0.0
"ZUCCHINI PANCAKES, ZUCCHINI",75.0 GRM,2.67,8.0,18.7,1.33,1.3,333.0,0.0
"ZUCCHINI SPIRALS, ZUCCHINI",76.0 GRM,1.32,0.0,3.95,2.63,2.6,0.0,0.0
"ZUCCHINI SPIRALS, ZUCCHINI",85.0 g,1.18,0.0,1.18,7.06,1.2,424.0,0.0
"ZUCCHINI SQUASH, ZUCCHINI",98.0 GRM,1.02,0.0,4.08,2.04,2.0,0.0,0.0
"ZUCCHINI SQUASH, ZUCCHINI",100.0 g,1.0,0.0,3.0,3.0,1.0,10.0,0.0
"ZUCCHINI GRILLED VEGGIES, ZUCCHINI",90.0 g,3.33,0.56,7.78,5.56,2.2,22.0,0.0
"ZUCCHINI ORGANIC NOODLED, ZUCCHINI",85.0 g,1.18,0.0,3.53,2.35,1.2,8.0,0.0
"ZUCCHINI SPIRAL NOODLES, ZUCCHINI",85.0 g,1.18,0.0,3.53,1.18,1.2,12.0,0.0
"ZUCCHINI SPIRAL NOODLES, ZUCCHINI",85.0 g,1.18,0.0,3.53,2.35,1.2,6.0,0.0
"ZUCCHINI SQUASH SPEARS, ZUCCHINI",91.0 GRM,1.1,0.0,3.3,2.2,1.1,5.0,0.0
"ZUCCHINI STUFFED WITH RICE, ZUCCHINI",110.0 g,1.82,1.36,6.36,1.82,1.8,218.0,0.0
"ZUCCHINI VEGGIE SPIRALS, ZUCCHINI",85.0 GRM,1.18,0.0,2.35,1.18,1.2,0.0,0.0
"ZUCCHINI VEGGIE SPIRALS, ZUCCHINI",85.0 g,1.18,0.0,2.35,1.18,1.2,0.0,0.0
"ZUCCHINI VEGGIE SPIRALS, ZUCCHINI",85.0 g,1.18,0.0,2.35,1.18,1.2,0.0,0.0
"ZUCCHINI VEGGIE SPIRALS, ZUCCHINI",85.0 GRM,1.18,0.0,2.35,1.18,1.2,24.0,0.0
"ZUCCHINI VEGGIE TORTILLAS, ZUCCHINI",42.0 g,2.38,4.76,57.1,4.76,7.1,405.0,0.0
"ZUCCHINI WEDGES AND SEASONING, ZUCCHINI",92.0 GRM,1.09,0.0,4.35,3.26,1.1,348.0,0.0
"BREADED ZUCCHINI STICKS, BREADED ZUCCHINI",79.0 GRM,3.8,10.1,26.6,1.27,1.3,380.0,0.0
"MEDIUM ZUCCHINI SALSA, MEDIUM ZUCCHINI",28.0 g,3.57,0.0,7.14,3.57,0.0,0.0,0.0
"ORGANIC, ZUCCHINI SPIRAL NOODLES, ZUCCHINI",85.0 GRM,2.35,0.0,2.35,1.18,1.2,0.0,0.0
"YELLOW ZUCCHINI NOODLES, YELLOW ZUCCHINI",85.0 g,1.18,0.0,3.53,2.35,1.2,6.0,0.0
"YELLOW ZUCCHINI NOODLES, YELLOW ZUCCHINI",85.0 g,1.18,0.0,3.53,2.35,1.2,6.0,0.0
"YELLOW ZUCCHINI NOODLES, YELLOW ZUCCHINI",85.0 GRM,1.18,0.0,3.53,2.35,1.2,6.0,0.0
"ZUCCHINI & BASIL GAZPACHO, ZUCCHINI & BASIL",250.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ZUCCHINI NUT MUFFINS, ZUCCHINI NUT",69.0 g,5.8,17.4,50.7,29.0,1.4,304.0,0.0
"ZUCCHINI ORGANIC NOODLE CUT, ZUCCHINI",85.0 GRM,1.18,0.0,3.53,2.35,1.2,6.0,0.0
"ZUCCHINI QUICK BREAD MIX, ZUCCHINI",27.0 g,7.41,0.0,81.5,37.0,0.0,593.0,0.0
"ZUCCHINI SQUASH NOODLES, ZUCCHINI SQUASH",85.0 g,1.18,0.0,3.53,2.35,1.2,6.0,0.0
"ZUCCHINI SPIRALS ZUCCHINI SPIRALS WITH CREAMY PESTO SAUCE, ZUCCHINI SPIRALS",110.0 g,1.82,4.55,3.64,1.82,0.9,200.0,0.0
ZUCCHINI NOODLES,85.0 g,1.18,0.0,3.53,2.35,1.2,6.0,0.0
ZUCCHINI NOODLES,85.0 g,1.18,0.0,3.53,2.35,1.2,6.0,0.0
ZUCCHINI NOODLES,85.0 g,1.18,0.0,3.53,1.18,1.2,12.0,0.0
ZUCCHINI NOODLES,85.0 g,1.18,0.0,3.53,2.35,1.2,6.0,0.0
ZUCCHINI SPIRALS,85.0 GRM,1.18,0.0,2.35,1.18,1.2,24.0,0.0
ZUCCHINI SPIRALS,85.0 g,1.18,0.0,3.53,1.18,1.2,0.0,0.0
ORGANIC ZUCCHINI,98.0 g,1.02,0.0,4.08,2.04,2.0,0.0,0.0
"Radishes, raw",Not specified,0.68,0.1,3.4,1.86,1.6,39.0,0.0
"Radishes, oriental, dried",Not specified,7.9,0.72,63.4,37.3,23.9,278.0,0.0
"Radishes, oriental, raw",Not specified,0.6,0.1,4.1,2.5,1.6,21.0,0.0
"Radish seeds, sprouted, raw",Not specified,3.81,2.53,3.6,0.0,0.0,6.0,0.0
