name,serving_size,protein,carbohydrates,sugar,fiber,water,calories,total_fat
"Avocados, California, raw",100 g,1.96 g,8.64 g,0.30 g,6.8 g,72.33 g,167,15g
"Crackers, rye, crispbread",100 g,7.90 g,82.20 g,1.07 g,16.5 g,6.10 g,366,1.3g
"Pork, raw, backfat, fresh",100 g,2.92 g,0.00 g,0.00 g,0.0 g,7.69 g,812,89g
"Crackers, regular, cheese",100 g,10.93 g,59.42 g,4.53 g,2.3 g,3.55 g,489,23g
"Gravy, au jus, CAMPBELL'S",100 g,1.69 g,0.00 g,0,0,97.80 g,8,0g
"Seaweed, dried, spirulina",100 g,57.47 g,23.90 g,3.10 g,3.6 g,4.68 g,290,7.7g
"Cookies, dry mix, oatmeal",100 g,6.50 g,67.30 g,0,0,5.30 g,462,19g
"Chicken, no broth, canned",100 g,25.30 g,0.90 g,0.00 g,0.0 g,64.90 g,185,8.1g
"McDONALD'S, BIG BREAKFAST",100 g,10.16 g,17.50 g,0.93 g,1.1 g,50.68 g,285,19g
"Crackers, low salt, wheat",100 g,8.60 g,64.90 g,13.04 g,4.5 g,3.10 g,473,21g
"Cornmeal, yellow (Navajo)",100 g,9.85 g,72.90 g,1.56 g,9.4 g,10.15 g,384,5.9g
"Frankfurter, heated, meat",100 g,9.77 g,4.90 g,0,0.0 g,57.82 g,278,24g
"Frankfurter, heated, beef",100 g,11.69 g,2.66 g,1.27 g,0.0 g,53.50 g,322,29g
"Peppered loaf, beef, pork",100 g,17.30 g,4.53 g,4.61 g,0.0 g,67.40 g,149,6.4g
"BURGER KING, Cheeseburger",100 g,14.57 g,23.71 g,4.49 g,1.0 g,44.59 g,286,15g
"Gelatin desserts, dry mix",100 g,7.80 g,90.50 g,86.04 g,0.0 g,1.00 g,381,0g
"Gravy, dry, brown instant",100 g,8.53 g,59.78 g,9.23 g,3.2 g,5.51 g,380,12g
"SMART SOUP, French Lentil",100 g,2.90 g,9.50 g,2.60 g,2.9 g,85.50 g,53,1.1g
"Fast foods, plain, hotdog",100 g,10.60 g,18.40 g,0,0,53.96 g,247,15g
"Salami, pork, dry or hard",100 g,22.58 g,1.60 g,0,0.0 g,36.18 g,407,34g
"Smoked link sausage, pork",100 g,11.98 g,0.94 g,0.94 g,0.0 g,56.49 g,309,28g
"Nuts, canned, ginkgo nuts",100 g,2.29 g,22.10 g,0,9.3 g,72.95 g,111,1.6g
"Spices, pumpkin pie spice",100 g,5.76 g,69.28 g,7.76 g,14.8 g,8.46 g,342,13g
"Spices, poultry seasoning",100 g,9.59 g,65.59 g,1.80 g,11.3 g,9.31 g,307,7.5g
"Ostrich, raw, tip trimmed",100 g,21.85 g,0.00 g,0.00 g,0.0 g,76.12 g,114,2.3g
"Ostrich, cooked, top loin",100 g,28.12 g,0.00 g,0.00 g,0.0 g,67.95 g,155,3.9g
"Shake, vanilla, fast food",100 g,3.37 g,19.59 g,13.63 g,0.9 g,69.65 g,148,6.5g
"Fish, raw, northern, pike",100 g,19.26 g,0.00 g,0.00 g,0.0 g,78.92 g,88,0.7g
"Jerusalem-artichokes, raw",100 g,2.00 g,17.44 g,9.60 g,1.6 g,78.01 g,73,0g
"Radishes, dried, oriental",100 g,7.90 g,63.37 g,37.32 g,23.9 g,19.68 g,271,0.7g
"Side dishes, potato salad",100 g,1.53 g,13.53 g,0,0,78.73 g,114,6g
"Persimmons, raw, japanese",100 g,0.58 g,18.59 g,12.53 g,3.6 g,80.32 g,70,0.2g
Rice and Wheat cereal bar,100 g,9.09 g,72.73 g,31.80 g,1.8 g,7.50 g,409,9.1g
"SILK Light Plain, soymilk",100 g,2.47 g,3.29 g,2.47 g,0.4 g,92.77 g,29,0.8g
"Cheese, low fat, monterey",100 g,28.20 g,0.70 g,0.56 g,0.0 g,46.00 g,313,22g
"Onions, dehydrated flakes",100 g,8.95 g,83.28 g,37.41 g,9.2 g,3.93 g,349,0.5g
"Seeds, dried, lotus seeds",100 g,15.41 g,64.47 g,0,0,14.16 g,332,2g
SILK Raspberry soy yogurt,100 g,2.35 g,17.65 g,12.94 g,0.6 g,77.59 g,88,1.2g
SILK Blueberry soy yogurt,100 g,2.35 g,17.06 g,12.35 g,0.6 g,78.18 g,88,1.2g
"Pretzels, unsalted, soft",100 g,8.20 g,71.04 g,0.25 g,1.7 g,15.00 g,345,3.1g
"Sweet potato leaves, raw",100 g,2.49 g,8.82 g,0,5.3 g,86.81 g,42,0.5g
"Beerwurst, pork and beef",100 g,14.00 g,4.27 g,0.00 g,0.9 g,56.71 g,276,23g
"Bread, toasted, oat bran",100 g,11.40 g,43.70 g,8.46 g,4.9 g,38.50 g,259,4.8g
"Pheasant, meat only, raw",100 g,23.57 g,0.00 g,0,0.0 g,72.77 g,133,3.6g
"Fish, raw, Atlantic, cod",100 g,17.81 g,0.00 g,0.00 g,0.0 g,81.22 g,82,0.7g
"Turkey bacon, microwaved",100 g,29.50 g,4.24 g,4.24 g,0.0 g,34.46 g,368,26g
"Ham, not canned, chopped",100 g,16.50 g,4.20 g,0.00 g,0.0 g,65.30 g,180,10g
"Spices, ground, turmeric",100 g,9.68 g,67.14 g,3.21 g,22.7 g,12.85 g,312,3.3g
"BURGER KING, Onion Rings",100 g,3.86 g,43.58 g,5.43 g,2.7 g,24.52 g,417,25g
"Salad dressing, coleslaw",100 g,0.90 g,23.80 g,20.11 g,0.1 g,39.90 g,390,33g
"Beef sausage, pre-cooked",100 g,15.50 g,0.03 g,0.00 g,0.0 g,43.75 g,405,38g
"WENDY'S, Chicken Nuggets",100 g,16.46 g,14.31 g,0.08 g,0,44.15 g,326,23g
"Pork, raw, ground, fresh",100 g,16.88 g,0.00 g,0,0.0 g,61.06 g,263,21g
"APPLEBEE'S, french fries",100 g,3.31 g,39.50 g,0.00 g,3.9 g,41.29 g,290,13g
"Candies, white chocolate",100 g,5.87 g,59.24 g,59.00 g,0.2 g,1.30 g,539,32g
"Fast foods, hush puppies",100 g,6.16 g,40.21 g,3.80 g,2.9 g,36.58 g,296,13g
"Nuts, dried, hickorynuts",100 g,12.72 g,18.25 g,0,6.4 g,2.65 g,657,64g
"Spices, ground, allspice",100 g,6.09 g,72.12 g,0,21.6 g,8.46 g,263,8.7g
"Beef stew, canned entree",100 g,4.41 g,7.85 g,1.76 g,0.9 g,80.78 g,99,5.5g
"Honey roll sausage, beef",100 g,18.58 g,2.18 g,0,0.0 g,64.78 g,182,11g
"Kale, unprepared, frozen",100 g,2.66 g,4.90 g,0,2.0 g,91.12 g,28,0.5g
"Mushrooms, raw, shiitake",100 g,2.24 g,6.79 g,2.38 g,2.5 g,89.74 g,34,0.5g
"Milk, non-soy, imitation",100 g,1.60 g,5.30 g,5.30 g,0.0 g,90.00 g,46,2g
"Fungi, dried, Cloud ears",100 g,9.25 g,73.01 g,0,70.1 g,14.80 g,284,0.7g
"CHICK-FIL-A, hash browns",100 g,3.00 g,30.51 g,0.54 g,3.2 g,45.82 g,301,19g
"Crackers, water biscuits",100 g,7.14 g,72.81 g,0.00 g,7.1 g,11.00 g,384,7.1g
"KEEBLER, Oatmeal Cookies",100 g,7.10 g,67.70 g,30.90 g,4.5 g,4.00 g,478,20g
"New Zealand spinach, raw",100 g,1.50 g,2.50 g,0.29 g,1.5 g,94.00 g,14,0.2g
"PACE, Tequila Lime Salsa",100 g,0.00 g,9.38 g,6.25 g,0.0 g,88.60 g,47,0g
"Lettuce, raw, green leaf",100 g,1.36 g,2.87 g,0.78 g,1.3 g,94.98 g,15,0.2g
"Cake, dry mix, angelfood",100 g,6.40 g,86.13 g,61.33 g,0.5 g,3.73 g,366,0.3g
"Fish, raw, white, sucker",100 g,16.76 g,0.00 g,0,0.0 g,79.71 g,92,2.3g
"Peppers, raw, red, sweet",100 g,0.99 g,6.03 g,4.20 g,2.1 g,92.21 g,31,0.3g
"Ostrich, raw, inside leg",100 g,22.39 g,0.00 g,0.00 g,0.0 g,75.97 g,111,1.7g
"Seeds, dried, chia seeds",100 g,16.54 g,42.12 g,0,34.4 g,5.80 g,486,31g
"SILK Plus Fiber, soymilk",100 g,2.47 g,5.76 g,2.88 g,2.1 g,89.69 g,41,1.4g
"Snacks, brown rice chips",100 g,8.20 g,81.50 g,0.60 g,4.2 g,5.80 g,384,2.8g
"Corn, raw, yellow, sweet",100 g,3.27 g,18.70 g,6.26 g,2.0 g,76.05 g,86,1.4g
"Animal fat, bacon grease",100 g,0.00 g,0.00 g,0.00 g,0.0 g,0.00 g,897,100g
"Pork, pickled pork hocks",100 g,19.11 g,0.00 g,0.00 g,0.0 g,68.02 g,171,11g
"Agave, dried (Southwest)",100 g,1.71 g,81.98 g,50.70 g,15.6 g,11.64 g,341,0.7g
"Bread, whole-wheat, pita",100 g,9.80 g,55.89 g,2.87 g,6.1 g,30.60 g,262,1.7g
"Cheese, grated, parmesan",100 g,28.42 g,13.91 g,0.07 g,0.0 g,22.65 g,420,28g
"Chili with beans, canned",100 g,6.12 g,13.24 g,1.65 g,3.3 g,75.51 g,103,3.8g
"Candies, sweet chocolate",100 g,3.90 g,60.40 g,51.48 g,5.5 g,0.50 g,507,34g
"Beans, raw, yellow, snap",100 g,1.82 g,7.13 g,3.27 g,3.4 g,90.27 g,31,0.1g
"Ostrich, raw, tenderloin",100 g,22.07 g,0.00 g,0.00 g,0.0 g,74.50 g,123,3.2g
"McDONALD'S, Egg McMUFFIN",100 g,13.64 g,21.67 g,2.13 g,1.1 g,52.58 g,228,9.7g
"CAMPBELL'S, Tomato juice",100 g,0.82 g,4.12 g,2.88 g,0.8 g,93.90 g,21,0g
"Raisins, golden seedless",100 g,3.39 g,79.52 g,59.19 g,4.0 g,14.97 g,302,0.5g
"Crackers, regular, wheat",100 g,7.30 g,70.73 g,15.48 g,6.9 g,2.75 g,455,16g
"Guanabana nectar, canned",100 g,0.11 g,14.93 g,13.07 g,0.1 g,84.72 g,59,0.2g
"McDONALD'S, french fries",100 g,3.41 g,42.58 g,0.21 g,3.9 g,36.63 g,323,15g
"McDONALD'S, FILET-O-FISH",100 g,11.26 g,26.39 g,3.67 g,1.4 g,45.76 g,282,15g
"McDONALD'S, Cheeseburger",100 g,12.97 g,27.81 g,6.22 g,1.1 g,45.00 g,263,12g
"Peas, raw, edible-podded",100 g,2.80 g,7.55 g,4.00 g,2.6 g,88.89 g,42,0.2g
"Soy flour, raw, full-fat",100 g,37.81 g,31.92 g,7.50 g,9.6 g,5.16 g,434,21g
"Fish, raw, striped, bass",100 g,17.73 g,0.00 g,0,0.0 g,79.22 g,97,2.3g
"Game meat, raw, squirrel",100 g,21.23 g,0.00 g,0,0.0 g,73.83 g,120,3.2g
"Jellyfish, salted, dried",100 g,5.50 g,0.00 g,0.00 g,0.0 g,68.00 g,36,1.4g
"Amaranth grain, uncooked",100 g,13.56 g,65.25 g,1.69 g,6.7 g,11.29 g,371,7g
"Cornmeal, white (Navajo)",100 g,10.99 g,77.14 g,1.46 g,10.4 g,5.42 g,398,5g
"Spices, ground, cinnamon",100 g,3.99 g,80.59 g,2.17 g,53.1 g,10.58 g,247,1.2g
"Spices, dried, dill weed",100 g,19.96 g,55.82 g,0,13.6 g,7.30 g,253,4.4g
"Gravy, dry, instant beef",100 g,9.80 g,61.10 g,23.90 g,4.3 g,4.65 g,369,9.5g
"Beans, raw, in pod, fava",100 g,7.92 g,17.63 g,9.21 g,7.5 g,72.60 g,88,0.7g
"Nuts, dried, ginkgo nuts",100 g,10.35 g,72.45 g,0,0,12.40 g,348,2g
"Pickle relish, hamburger",100 g,0.63 g,34.48 g,0,3.2 g,61.12 g,129,0.5g
"Fish, raw, walleye, pike",100 g,19.14 g,0.00 g,0,0.0 g,79.31 g,93,1.2g
"Jew's ear, raw, (pepeao)",100 g,0.48 g,6.75 g,0,0,92.59 g,25,0g
"Turkey bacon, unprepared",100 g,15.94 g,1.89 g,0,0,61.83 g,226,17g
"Turkey and gravy, frozen",100 g,5.88 g,4.61 g,0,0.0 g,85.07 g,67,2.6g
"Cucumber, raw, with peel",100 g,0.65 g,3.63 g,1.67 g,0.5 g,95.23 g,15,0.1g
"Cowpeas, raw, leafy tips",100 g,4.10 g,4.82 g,0,0,89.78 g,29,0.3g
"Syrup, chocolate, NESTLE",100 g,0.00 g,67.21 g,60.00 g,0.0 g,31.92 g,269,0g
"Veal, raw, seam fat only",100 g,12.53 g,0.00 g,0.00 g,0.0 g,44.47 g,444,44g
"Yogurt, non-fat, vanilla",100 g,2.94 g,17.04 g,5.88 g,0.0 g,79.00 g,78,0g
"Game meat, raw, antelope",100 g,22.38 g,0.00 g,0,0.0 g,74.08 g,114,2g
"Cherries, raw, red, sour",100 g,1.00 g,12.18 g,8.49 g,1.6 g,86.13 g,50,0.3g
"Gravy, powder, dry, pork",100 g,8.78 g,63.57 g,24.73 g,2.4 g,4.43 g,367,8.6g
"Cabbage, salted, mustard",100 g,1.10 g,5.63 g,1.40 g,3.1 g,92.10 g,28,0.1g
"Blackberry juice, canned",100 g,0.30 g,7.80 g,7.70 g,0.1 g,90.90 g,38,0.6g
"Okra, unprepared, frozen",100 g,1.69 g,6.63 g,2.97 g,2.2 g,90.82 g,30,0.3g
"Seeds, hulled, hemp seed",100 g,31.56 g,8.67 g,1.50 g,4.0 g,4.96 g,553,49g
SILK Key Lime soy yogurt,100 g,2.35 g,17.65 g,12.35 g,0.6 g,77.59 g,88,1.2g
"Egg Mix, USDA Commodity",100 g,35.60 g,23.97 g,2.46 g,0,2.78 g,555,35g
"Peanuts, raw, all types",100 g,25.80 g,16.13 g,4.72 g,8.5 g,6.50 g,567,49g
"Beans, raw, green, snap",100 g,1.83 g,6.97 g,3.26 g,2.7 g,90.32 g,31,0.2g
"Spaghetti, dry, spinach",100 g,13.35 g,74.81 g,2.72 g,10.6 g,8.34 g,372,1.6g
"Bratwurst, cooked, veal",100 g,13.99 g,0.00 g,0.00 g,0.0 g,53.51 g,341,32g
"Cheese, fat free, cream",100 g,15.69 g,7.66 g,5.48 g,0.0 g,71.87 g,105,1g
"Candies, milk chocolate",100 g,7.65 g,59.40 g,51.50 g,3.4 g,1.50 g,535,30g
"Plantains, fried, green",100 g,1.50 g,49.17 g,3.63 g,3.5 g,36.08 g,309,12g
"Water, generic, bottled",100 g,0.00 g,0.00 g,0.00 g,0.0 g,99.98 g,0,0g
"Sauce, dry, alfredo mix",100 g,15.32 g,36.52 g,5.40 g,2.0 g,2.05 g,535,36g
"Milk, fluid, low sodium",100 g,3.10 g,4.46 g,4.46 g,0.0 g,88.20 g,61,3.5g
"TACO BELL, Bean Burrito",100 g,7.35 g,31.23 g,1.73 g,4.2 g,53.17 g,209,6.1g
"Cauliflower, raw, green",100 g,2.95 g,6.09 g,3.03 g,3.2 g,89.79 g,31,0.3g
"Picnic loaf, beef, pork",100 g,14.92 g,4.76 g,0,0.0 g,60.20 g,232,17g
"DENNY'S, chicken strips",100 g,19.17 g,22.03 g,0.29 g,1.1 g,41.37 g,295,15g
"Breakfast tart, low fat",100 g,3.99 g,76.80 g,4.87 g,1.5 g,12.04 g,372,6g
"Fish, raw, chum, salmon",100 g,20.14 g,0.00 g,0,0.0 g,75.38 g,120,3.8g
"Fish, smoked, sablefish",100 g,17.65 g,0.00 g,0,0.0 g,60.14 g,257,20g
"Spices, dried, marjoram",100 g,12.66 g,60.56 g,4.09 g,40.3 g,7.64 g,271,7g
"Mango, sweetened, dried",100 g,2.45 g,78.58 g,66.27 g,2.4 g,16.60 g,319,1.2g
"Malabar spinach, cooked",100 g,2.98 g,2.71 g,0,2.1 g,92.50 g,23,0.8g
"Peppers, raw, hungarian",100 g,0.80 g,6.70 g,3.53 g,1.0 g,91.51 g,29,0.4g
"Peppers, dried, pasilla",100 g,12.35 g,51.13 g,0,26.8 g,14.84 g,345,16g
"Pumpkin pie mix, canned",100 g,1.09 g,26.39 g,0,8.3 g,71.49 g,104,0.1g
"Seaweed, raw, irishmoss",100 g,1.51 g,12.29 g,0.61 g,1.3 g,81.34 g,49,0.2g
"Nuts, blanched, almonds",100 g,21.40 g,18.67 g,4.63 g,9.9 g,4.51 g,590,53g
"SCHIFF,TIGER'S MILK BAR",100 g,16.80 g,56.46 g,36.40 g,2.3 g,10.28 g,422,14g
"Game meat, raw, muskrat",100 g,20.76 g,0.00 g,0,0.0 g,69.35 g,162,8.1g
"Pickles, sour, cucumber",100 g,0.33 g,2.26 g,1.06 g,1.2 g,94.08 g,11,0.2g
"Frankfurter, low sodium",100 g,12.00 g,1.80 g,0.00 g,0.0 g,56.70 g,312,29g
"Bread, enriched, raisin",100 g,7.90 g,52.30 g,5.68 g,4.3 g,33.60 g,274,4.4g
"Bread, toasted, oatmeal",100 g,9.20 g,52.70 g,8.84 g,4.3 g,31.20 g,292,4.8g
"Fish, raw, pink, salmon",100 g,20.50 g,0.00 g,0.00 g,0.0 g,75.52 g,127,4.4g
Octopus (Alaska Native),100 g,12.30 g,0.00 g,0,0,84.00 g,56,0.8g
"Ostrich, cooked, oyster",100 g,28.81 g,0.00 g,0.00 g,0.0 g,67.55 g,159,4g
"Bagels, cinnamon-raisin",100 g,9.80 g,55.20 g,5.98 g,2.3 g,32.00 g,274,1.7g
"Pork, raw, belly, fresh",100 g,9.34 g,0.00 g,0.00 g,0.0 g,36.74 g,518,53g
"Tamarind nectar, canned",100 g,0.09 g,14.73 g,12.70 g,0.5 g,84.97 g,57,0.1g
"Nuts, dried, butternuts",100 g,24.90 g,12.05 g,0,4.7 g,3.34 g,612,57g
"Bratwurst, cooked, pork",100 g,13.72 g,2.85 g,0.00 g,0.0 g,51.45 g,333,29g
"Pears, green anjou, raw",100 g,0.44 g,15.79 g,9.73 g,3.1 g,83.31 g,66,0.1g
"Gravy, beef, CAMPBELL'S",100 g,1.69 g,5.08 g,1.69 g,0.0 g,90.20 g,42,1.7g
"Seaweed, raw, spirulina",100 g,5.92 g,2.42 g,0.30 g,0.4 g,90.67 g,26,0.4g
"Soy meal, raw, defatted",100 g,49.20 g,35.89 g,0,0,6.94 g,337,2.4g
"Candies, plain, halavah",100 g,12.49 g,60.49 g,0,4.5 g,3.67 g,469,22g
"Milk, dried, buttermilk",100 g,34.30 g,49.00 g,49.00 g,0.0 g,2.97 g,387,5.8g
"Barley, cooked, pearled",100 g,2.26 g,28.22 g,0.28 g,3.8 g,68.80 g,123,0.4g
"Cornmeal, blue (Navajo)",100 g,10.40 g,76.93 g,1.81 g,8.7 g,5.70 g,398,5.4g
"Nuts, raw, coconut meat",100 g,3.33 g,15.23 g,6.23 g,9.0 g,46.99 g,354,33g
"Pie, cherry, fried pies",100 g,3.00 g,42.60 g,0,2.6 g,37.60 g,316,16g
"Toppings, nuts in syrup",100 g,4.50 g,58.08 g,36.72 g,2.3 g,14.69 g,448,22g
"Babyfood, orange, juice",100 g,0.60 g,10.20 g,8.26 g,0.1 g,88.50 g,45,0.3g
"Spices, dried, rosemary",100 g,4.88 g,64.06 g,0,42.6 g,9.31 g,331,15g
"KEEBLER, Vanilla Wafers",100 g,4.00 g,73.10 g,31.60 g,1.4 g,4.10 g,462,17g
"Guavas, raw, strawberry",100 g,0.58 g,17.36 g,0,5.4 g,80.66 g,69,0.6g
"Cheese, hard type, goat",100 g,30.52 g,2.17 g,2.17 g,0.0 g,29.01 g,452,36g
"Cheese, soft type, goat",100 g,18.52 g,0.00 g,0.00 g,0.0 g,60.75 g,264,21g
"Radishes, raw, oriental",100 g,0.60 g,4.10 g,2.50 g,1.6 g,94.62 g,18,0.1g
"Puddings, dry mix, rice",100 g,2.70 g,91.20 g,0,0.7 g,4.80 g,376,0.1g
"Mushrooms, raw, maitake",100 g,1.94 g,6.97 g,2.07 g,2.7 g,90.37 g,31,0.2g
"Sour cream, reduced fat",100 g,7.00 g,7.00 g,0.30 g,0.0 g,71.00 g,181,14g
"Taro, with salt, cooked",100 g,0.52 g,34.60 g,0.49 g,5.1 g,63.80 g,142,0.1g
"Melons, raw, cantaloupe",100 g,0.84 g,8.16 g,7.86 g,0.9 g,90.15 g,34,0.2g
"Pasta, dry, whole-wheat",100 g,13.87 g,73.37 g,2.74 g,9.2 g,8.21 g,352,2.9g
"Persimmons, raw, native",100 g,0.80 g,33.50 g,0,0,64.40 g,127,0.4g
"KASHI, Blueberry Waffle",100 g,5.70 g,34.60 g,4.60 g,9.0 g,49.50 g,192,7.1g
"Game meat, raw, caribou",100 g,22.63 g,0.00 g,0,0.0 g,71.45 g,127,3.4g
"Oranges, with peel, raw",100 g,1.30 g,15.50 g,0,4.5 g,82.30 g,63,0.3g
"Seeds, raw, lotus seeds",100 g,4.13 g,17.28 g,0,0,77.00 g,89,0.5g
"Rolls, oat bran, dinner",100 g,9.50 g,40.20 g,6.67 g,4.1 g,44.00 g,236,4.6g
"Gravy, canned, mushroom",100 g,1.26 g,5.47 g,0,0.4 g,89.00 g,50,2.7g
"Spices, dried, tarragon",100 g,22.77 g,50.22 g,0,7.4 g,7.74 g,295,7.2g
"SILK Chocolate, soymilk",100 g,2.06 g,9.47 g,7.82 g,0.8 g,86.39 g,58,1.4g
"Sweetener, agave, syrup",100 g,0.09 g,76.37 g,68.03 g,0.2 g,22.94 g,310,0.5g
"Onions, sauteed, yellow",100 g,0.95 g,7.86 g,0,1.7 g,80.01 g,132,11g
"Fish, salted, mackerel",100 g,18.50 g,0.00 g,0.00 g,0.0 g,43.00 g,305,25g
"English muffins, wheat",100 g,8.70 g,44.80 g,1.56 g,4.6 g,42.30 g,223,2g
"Apples, with skin, raw",100 g,0.26 g,13.81 g,10.39 g,2.4 g,85.56 g,52,0.2g
"Bologna, beef and pork",100 g,15.20 g,5.49 g,4.42 g,0.0 g,51.87 g,308,25g
"Beverages, cola, ZEVIA",100 g,0.00 g,1.13 g,0.00 g,0.0 g,98.36 g,0,0g
"Fast foods, taco salad",100 g,6.68 g,11.91 g,0,0,72.35 g,141,7.5g
"Hearts of palm, canned",100 g,2.52 g,4.62 g,0,2.4 g,90.20 g,28,0.6g
"Fish, raw, ocean, pout",100 g,16.64 g,0.00 g,0,0.0 g,81.36 g,79,0.9g
"Bread, sprouted, wheat",100 g,13.16 g,33.88 g,2.63 g,5.3 g,50.88 g,188,0g
"Spices, dried, chervil",100 g,23.20 g,49.10 g,0,11.3 g,7.20 g,237,3.9g
"Babyfood, apple, juice",100 g,0.00 g,11.70 g,10.70 g,0.1 g,88.00 g,47,0.1g
"Nuts, english, walnuts",100 g,15.23 g,13.71 g,2.61 g,6.7 g,4.07 g,654,65g
"Spices, dried, parsley",100 g,26.63 g,50.64 g,7.27 g,26.7 g,5.89 g,292,5.5g
"Spices, ground, ginger",100 g,8.98 g,71.62 g,3.39 g,14.1 g,9.94 g,335,4.2g
"Spices, ground, nutmeg",100 g,5.84 g,49.29 g,2.99 g,20.8 g,6.23 g,525,36g
"Egg, fresh, raw, white",100 g,10.90 g,0.73 g,0.71 g,0.0 g,87.57 g,52,0.2g
"Egg, fresh, raw, whole",100 g,12.56 g,0.72 g,0.37 g,0.0 g,76.15 g,143,9.5g
"Candies, REESE'S BITES",100 g,11.34 g,55.18 g,48.03 g,3.1 g,1.65 g,521,30g
"Mushrooms, raw, oyster",100 g,3.31 g,6.09 g,1.11 g,2.3 g,89.18 g,33,0.4g
"Egg substitute, powder",100 g,55.50 g,21.80 g,21.80 g,0.0 g,3.86 g,444,13g
"Cereals, dry, WHEATENA",100 g,13.10 g,75.60 g,1.60 g,12.8 g,6.50 g,357,2.9g
"Ice creams, strawberry",100 g,3.20 g,27.60 g,0,0.9 g,60.00 g,192,8.4g
"Hominy, yellow, canned",100 g,1.48 g,14.26 g,0,2.5 g,82.53 g,72,0.9g
"Cheese, low fat, swiss",100 g,28.40 g,3.40 g,1.33 g,0.0 g,59.60 g,179,5.1g
"Lettuce, raw, red leaf",100 g,1.33 g,2.26 g,0.48 g,0.9 g,95.64 g,16,0.2g
"Game meat, raw, beaver",100 g,24.05 g,0.00 g,0,0.0 g,70.97 g,146,4.8g
"Bologna, low fat, beef",100 g,11.80 g,5.20 g,0.00 g,0.0 g,65.00 g,204,15g
"Butterbur, raw, (fuki)",100 g,0.39 g,3.61 g,0,0,94.50 g,14,0g
"Cheese, hard, parmesan",100 g,35.75 g,3.22 g,0.80 g,0.0 g,29.16 g,392,26g
"Pickle relish, hot dog",100 g,1.50 g,23.35 g,0,1.5 g,71.65 g,91,0.5g
"Snacks, shrimp cracker",100 g,7.14 g,59.09 g,21.43 g,5.6 g,13.60 g,426,18g
"Avocados, Florida, raw",100 g,2.23 g,7.82 g,2.42 g,5.6 g,78.81 g,120,10g
Chickpea flour (besan),100 g,22.39 g,57.82 g,10.85 g,10.8 g,10.28 g,387,6.7g
"Peanuts, raw, virginia",100 g,25.19 g,16.54 g,3.95 g,8.5 g,6.91 g,563,49g
"Peanuts, raw, valencia",100 g,25.09 g,20.91 g,0,8.7 g,4.26 g,570,48g
"Peanut flour, defatted",100 g,52.20 g,34.70 g,8.22 g,15.8 g,7.80 g,327,0.6g
"Nuts, raw, cashew nuts",100 g,18.22 g,30.19 g,5.91 g,3.3 g,5.20 g,553,44g
"Chorizo, pork and beef",100 g,24.10 g,1.86 g,0.00 g,0.0 g,31.85 g,455,38g
"Crackers, plain, matzo",100 g,10.00 g,83.70 g,0.29 g,3.0 g,4.30 g,395,1.4g
"Bologna, pork, chicken",100 g,10.31 g,4.19 g,0.00 g,0.0 g,50.85 g,336,31g
"KASHI, Original Waffle",100 g,6.00 g,35.40 g,4.20 g,9.3 g,47.70 g,197,7.4g
"Amaranth grain, cooked",100 g,3.80 g,18.69 g,0,2.1 g,75.16 g,102,1.6g
"Shallots, freeze-dried",100 g,12.30 g,80.70 g,38.16 g,15.7 g,2.00 g,348,0.5g
"Falafel, home-prepared",100 g,13.31 g,31.84 g,0,0,34.62 g,333,18g
"Melon, banana (Navajo)",100 g,0.84 g,4.06 g,3.36 g,0.3 g,94.66 g,21,0.2g
"Mortadella, pork, beef",100 g,16.37 g,3.05 g,0.00 g,0.0 g,52.30 g,311,25g
"Wheat, hard red spring",100 g,15.40 g,68.03 g,0.41 g,12.2 g,12.76 g,329,1.9g
"Wheat, soft red winter",100 g,10.35 g,74.24 g,0.41 g,12.5 g,12.17 g,331,1.6g
"Wheat, hard red winter",100 g,12.61 g,71.18 g,0.41 g,12.2 g,13.10 g,327,1.5g
"BURGER KING, Hamburger",100 g,14.85 g,26.76 g,5.60 g,1.0 g,45.97 g,261,11g
"Spices, coriander seed",100 g,12.37 g,54.99 g,0,41.9 g,8.86 g,298,18g
"Spices, ground, cloves",100 g,5.97 g,65.53 g,2.38 g,33.9 g,9.87 g,274,13g
"Spices, fenugreek seed",100 g,23.00 g,58.35 g,0,24.6 g,8.84 g,323,6.4g
"Cheese, sliced, sharp, cheddar",100 g,24.25 g,2.13 g,0.27 g,0.0 g,36.15 g,410,34g
"Babyfood, junior, turkey, meat",100 g,11.50 g,1.40 g,0.00 g,0.0 g,80.32 g,111,6.2g
"Soup, vegetable broth, SWANSON",100 g,0.23 g,1.02 g,0.57 g,0.0 g,97.92 g,6,0.1g
"Beans, with beef, canned, baked",100 g,6.38 g,16.91 g,0,0,71.33 g,121,3.5g
"Beans, raw, mature seeds, pinto",100 g,21.42 g,62.55 g,2.11 g,15.5 g,11.33 g,347,1.2g
"APPLEBEE'S, crunchy onion rings",100 g,4.58 g,40.17 g,4.48 g,3.1 g,33.09 g,356,20g
"Yogurt, whole milk, fruit, Greek",100 g,7.33 g,12.29 g,12.00 g,0.0 g,76.81 g,106,3g
"Muffins, toaster-type, blueberry",100 g,4.60 g,53.30 g,4.85 g,1.8 g,30.80 g,313,9.5g
Soy sauce made from soy (tamari),100 g,10.51 g,5.57 g,1.70 g,0.8 g,66.00 g,60,0.1g
