Item Name,Serving Size,Calories (kcal),Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg),Pakistani,Meal Type
CHICKEN TIKKA MASALA SAMOSAS,85.0 g,271.0,9.41,11.8,32.9,3.53,0.0,388.0,35.0,True,Dinner
"SUKHI'S, CHICKEN TIKKA MASALA",156.0 g,167.0,15.4,5.13,14.7,1.28,0.6,417.0,45.0,True,Dinner
VEGAN CHICKEN TIKKA MASALA,71.0 g,127.0,8.45,7.04,5.63,1.41,4.2,423.0,0.0,True,Dinner
"TIKKA MASALA CHICKEN WITH RICE AND CAULIFLOWER MEAL KIT, TIKKA MASALA CHICKEN",424.0 GRM,118.0,7.31,4.95,10.8,2.12,0.9,417.0,35.0,True,Lunch
"CHICKEN TIKKA MASALA BURRITO WITH ROASTED POTATOES, RICE, CARROTS & PEAS IN A TIKKA MASALA SAUCE, CHICKEN TIKKA MASALA",142.0 GRM,190.0,7.75,4.93,29.6,1.41,1.4,239.0,11.0,True,Lunch
"CHICKEN TIKKA MASALA, CHICKEN; CUMIN",255.0 GRM,145.0,9.8,5.1,15.7,0.78,1.2,247.0,22.0,True,Dinner
TIKKA MASALA,120.0 g,117.0,1.67,8.33,10.0,6.67,1.7,517.0,17.0,True,Dinner
"TIKKA MASALA COOKING SAUCE, TIKKA MASALA",51.0 g,137.0,1.96,9.8,11.8,3.92,0.0,392.0,10.0,True,Dinner
"TIKKA MASALA CURRY SAUCE, TIKKA MASALA",63.0 g,95.0,1.59,4.76,14.3,9.52,1.6,825.0,8.0,True,Lunch
"TIKKA MASALA DUSTED ALMONDS, TIKKA MASALA",30.0 IU,600.0,20.0,53.3,20.0,3.33,10.0,600.0,0.0,True,Dinner
"TIKKA MASALA MEAL KIT, TIKKA MASALA",53.0 g,358.0,5.66,0.94,77.4,13.2,1.9,679.0,0.0,True,Dinner
"TIKKA MASALA SAUCE KIT, TIKKA MASALA",64.0 g,70.0,1.56,3.12,9.38,3.12,1.6,703.0,0.0,True,Dinner
"TIKKA MASALA SIMMER SAUCE, TIKKA MASALA",120.0 g,100.0,1.67,7.5,7.5,3.33,0.8,350.0,0.0,True,Dinner
"TIKKA MASALA SIMMER SAUCE, TIKKA MASALA",125.0 GRM,200.0,3.2,12.8,19.2,12.8,1.6,984.0,0.0,True,Dinner
"TIKKA MASALA SIMMER SAUCE, TIKKA MASALA",122.0 g,74.0,0.82,4.92,5.74,1.64,0.0,656.0,16.0,True,Dinner
"Bread, chapati or roti, plain, commercially prepared",Not specified,1240.0,11.2,7.45,46.4,2.72,4.9,409.0,0.0,True,Breakfast
"Bread, chapati or roti, whole wheat, commercially prepared, frozen",Not specified,299.0,7.85,9.2,46.1,2.93,9.7,298.0,0.0,True,Breakfast
WHOLE WHEAT CHAPATI,60.0 g,292.0,6.67,8.33,45.0,5.0,8.3,223.0,0.0,True,Lunch
KEEMA WITH CHICKEN & BASMATI RICE CHAPATI WRAP,156.0 g,192.0,9.62,5.13,26.9,1.92,4.5,295.0,13.0,True,Lunch
UNCOOKED ROTI-CHAPATI TRADITIONAL STYLE FLATBREAD,57.0 g,281.0,7.02,8.77,45.6,0.0,3.5,351.0,0.0,True,Breakfast
"TRADITIONAL STYLE FLATBREAD ROTI-CHAPATI, TRADITIONAL STYLE FLATBREAD",57.0 g,281.0,7.02,8.77,45.6,0.0,3.5,351.0,0.0,True,Breakfast
"Eggplant, pickled",Not specified,205.0,0.9,0.7,9.77,4.8,2.5,1670.0,0.0,True,Breakfast
"Eggplant, raw",Not specified,104.0,0.98,0.18,5.88,3.53,3.0,2.0,0.0,True,Breakfast
"Eggplant, raw",Not specified,0.0,0.852,0.12,5.4,0.0,2.45,0.442,0.0,True,Breakfast
"Eggplant, cooked, boiled, drained, with salt",Not specified,138.0,0.83,0.23,8.14,3.2,2.5,239.0,0.0,True,Breakfast
"Eggplant, cooked, boiled, drained, without salt",Not specified,147.0,0.83,0.23,8.73,3.2,2.5,1.0,0.0,True,Breakfast
"EGGPLANT BABAGANUSH, EGGPLANT",28.0 GRM,321.0,0.0,32.1,7.14,3.57,0.0,464.0,18.0,True,Breakfast
"EGGPLANT CAVIAR, EGGPLANT",28.0 GRM,118.0,2.14,8.93,6.43,6.07,2.1,379.0,0.0,True,Breakfast
"EGGPLANT DIP, EGGPLANT",90.0 GRM,244.0,13.3,7.78,35.6,6.67,10.0,367.0,0.0,True,Breakfast
"EGGPLANT DIP, EGGPLANT",30.0 GRM,267.0,3.33,26.7,6.67,3.33,0.0,533.0,17.0,True,Breakfast
"EGGPLANT PARMESAN, EGGPLANT",260.0 GRM,108.0,3.85,5.77,11.2,2.69,0.8,315.0,6.0,True,Breakfast
"EGGPLANT PARMIGIANA, EGGPLANT",381.0 g,94.0,5.77,5.25,6.82,3.15,2.4,236.0,14.0,True,Breakfast
"EGGPLANT PARMIGIANA, EGGPLANT",283.0 g,85.0,5.3,4.24,7.77,2.47,1.4,307.0,11.0,True,Breakfast
"EGGPLANT RAVIOLI, EGGPLANT",114.0 g,202.0,9.65,3.95,28.1,3.51,1.8,368.0,39.0,True,Breakfast
"EGGPLANT SPREAD, EGGPLANT",28.0 GRM,118.0,2.14,8.93,6.43,6.07,2.1,379.0,0.0,True,Breakfast
 EGGPLANT,84.0 GRM,24.0,0.0,0.0,5.95,3.57,3.6,0.0,0.0,True,Breakfast
EGGPLANTS,85.0 GRM,29.0,1.18,0.0,5.88,3.53,3.5,0.0,0.0,True,Breakfast
"EGGPLANT GRILLED VEGGIES, EGGPLANT",99.0 g,51.0,2.02,0.0,11.1,6.06,5.1,0.0,0.0,True,Breakfast
"EGGPLANT BREADED CUTLETS, EGGPLANT",142.0 g,197.0,4.23,9.15,26.8,2.11,2.1,563.0,0.0,True,Breakfast
"EGGPLANT FRIED RATATOUILLE, EGGPLANT",110.0 GRM,100.0,0.91,6.36,8.18,4.55,1.8,564.0,0.0,True,Breakfast
"EGGPLANT ROLL-UPS, EGGPLANT",180.0 GRM,111.0,3.89,7.22,7.78,2.78,1.7,172.0,14.0,True,Breakfast
"LEVANT, SPREAD, EGGPLANT, EGGPLANT",30.0 g,117.0,0.0,6.67,13.3,6.67,0.0,600.0,0.0,True,Breakfast
"EGGPLANT INDIAN BREAD, CHEESE, EGGPLANT NAAN PIZZA, EGGPLANT",127.0 GRM,252.0,10.2,7.87,34.6,3.15,3.1,441.0,8.0,True,Breakfast
"CAPONATA EGGPLANT APPETIZER, CAPONATA EGGPLANT",60.0 g,117.0,1.67,6.67,11.7,6.67,5.0,433.0,0.0,True,Breakfast
"EGGPLANT APPETIZER CAPONATA, EGGPLANT APPETIZER",100.0 GRM,70.0,1.0,4.0,9.0,6.0,3.0,450.0,0.0,True,Breakfast
"EGGPLANT PARMESAN RAVIOLI, EGGPLANT PARMESAN",112.0 g,259.0,8.04,12.5,25.9,7.14,3.6,616.0,36.0,True,Breakfast
"MICHAEL ANGELO'S, EGGPLANT PARMESAN, EGGPLANT",170.0 g,141.0,7.06,8.82,7.65,2.35,1.8,271.0,35.0,True,Breakfast
"ROASTED EGGPLANT DIP, ROASTED EGGPLANT",28.0 GRM,36.0,0.0,0.0,7.14,3.57,3.6,250.0,0.0,True,Breakfast
"ROASTED EGGPLANT HOMMUS, ROASTED EGGPLANT",28.0 GRM,179.0,3.57,10.7,14.3,3.57,3.6,375.0,0.0,True,Breakfast
"ROASTED EGGPLANT HUMMUS, ROASTED EGGPLANT",30.0 GRM,167.0,6.67,10.0,13.3,0.0,3.3,433.0,0.0,True,Breakfast
"ROASTED EGGPLANT SPREAD, ROASTED EGGPLANT",30.0 GRM,150.0,0.0,13.3,10.0,3.33,0.0,700.0,0.0,True,Breakfast
"SMOKY EGGPLANT DIP, SMOKY EGGPLANT",31.0 MG,129.0,3.23,11.3,9.68,3.23,6.5,484.0,0.0,True,Breakfast
"SPANISH EGGPLANT DIP, SPANISH EGGPLANT",28.0 g,161.0,0.0,16.1,7.14,7.14,3.6,375.0,0.0,True,Breakfast
"TUSCAN EGGPLANT TOMATO SAUCE, EGGPLANT",125.0 g,56.0,1.6,3.2,8.0,4.8,3.2,272.0,0.0,True,Breakfast
FRESH EGGPLANTS,82.0 GRM,24.0,1.22,0.61,6.1,3.66,3.7,2.0,0.0,True,Breakfast
ROASTED EGGPLANTS,55.0 GRM,27.0,1.82,0.0,5.45,1.82,1.8,545.0,0.0,True,Breakfast
ROASTED EGGPLANT,95.0 g,21.0,2.11,0.0,4.21,1.05,3.2,358.0,0.0,True,Breakfast
ROASTED EGGPLANT,25.0 g,40.0,0.0,0.0,8.0,0.0,4.0,440.0,0.0,True,Breakfast
ROASTED EGGPLANT,95.0 g,21.0,2.11,0.0,4.21,1.05,3.2,358.0,0.0,True,Breakfast
EGGPLANT DIP,30.0 g,100.0,3.33,6.67,6.67,0.0,3.3,700.0,0.0,True,Breakfast
EGGPLANT APPETIZER,110.0 g,118.0,1.82,10.0,8.18,3.64,3.6,409.0,0.0,True,Breakfast
EGGPLANT APPETIZER,100.0 g,150.0,2.0,13.0,6.0,5.0,7.0,470.0,0.0,True,Breakfast
EGGPLANT CAVIAR,30.0 g,83.0,0.0,5.0,6.67,3.33,0.0,600.0,0.0,True,Breakfast
EGGPLANT CUTLETS,113.0 g,212.0,2.65,15.0,18.6,2.65,2.7,469.0,0.0,True,Breakfast
EGGPLANT DIP,26.0 g,154.0,7.69,7.69,15.4,0.0,7.7,192.0,0.0,True,Breakfast
EGGPLANT GRILLED,110.0 GRM,100.0,0.91,8.18,6.36,0.91,0.9,291.0,0.0,True,Breakfast
EGGPLANT PARMESAN,284.0 g,99.0,4.58,4.58,9.15,4.58,1.1,208.0,9.0,True,Breakfast
EGGPLANT PARMESAN,215.0 g,135.0,9.3,8.37,5.12,2.79,1.4,377.0,26.0,True,Breakfast
EGGPLANT PARMESAN,227.0 g,128.0,6.17,9.69,12.8,4.41,1.8,445.0,9.0,True,Breakfast
EGGPLANT PARMESAN,227.0 g,141.0,6.61,8.81,9.69,2.64,1.8,260.0,26.0,True,Breakfast
EGGPLANT PARMESAN,190.0 g,147.0,8.95,7.89,8.95,1.58,1.6,284.0,18.0,True,Breakfast
"Bread, potato",Not specified,266.0,12.5,3.13,47.1,9.38,6.3,375.0,0.0,True,Breakfast
"Flour, potato",Not specified,0.0,8.11,0.951,79.9,0.0,5.4,47.7,0.0,True,Unspecified
Potato flour,Not specified,1490.0,6.9,0.34,83.1,3.52,5.9,55.0,0.0,True,Unspecified
Potato pancakes,Not specified,1120.0,6.08,14.8,27.8,1.79,3.3,764.0,95.0,True,Breakfast
"Babyfood, potatoes, toddler",Not specified,52.0,1.0,0.1,11.7,0.91,0.9,57.0,0.0,True,Unspecified
Potato salad with egg,Not specified,658.0,1.96,9.4,16.2,4.95,1.3,329.0,17.0,True,Breakfast
"Potatoes, raw, skin",Not specified,58.0,2.57,0.1,12.4,0.0,2.5,10.0,0.0,True,Unspecified
"Snacks, potato sticks",Not specified,522.0,6.7,34.4,53.3,0.22,3.4,633.0,0.0,True,Unspecified
"Snack, potato chips, made from dried potatoes, plain",Not specified,545.0,4.62,35.3,55.4,0.76,2.9,529.0,0.0,True,Snack
"Snacks, potato chips, made from dried potatoes (preformed), multigrain",Not specified,505.0,5.3,24.7,65.3,4.08,2.7,544.0,0.0,True,Snack
"Snacks, potato chips, made from dried potatoes, cheese-flavor",Not specified,551.0,7.0,37.0,50.6,0.0,3.4,600.0,4.0,True,Breakfast
"Snacks, potato chips, made from dried potatoes, reduced fat",Not specified,502.0,4.56,26.1,64.8,0.63,3.2,450.0,0.0,True,Snack
"Potatoes, hash brown, home-prepared",Not specified,1110.0,3.0,12.5,35.1,1.49,3.2,342.0,0.0,True,Unspecified
"Fast foods, potato, mashed",Not specified,89.0,1.65,2.82,14.6,0.5,1.3,306.0,0.0,True,Unspecified
"Potato puffs, frozen, unprepared",Not specified,746.0,1.93,8.71,24.8,0.28,2.3,428.0,0.0,True,Snack
"Potato salad, home-prepared",Not specified,143.0,2.68,8.2,11.2,0.0,1.3,529.0,68.0,True,Lunch
"Potatoes, baked, flesh, with salt",Not specified,390.0,1.96,0.1,21.6,1.7,1.5,241.0,0.0,True,Unspecified
"Potatoes, canned, drained solids",Not specified,60.0,1.41,0.21,13.6,0.0,2.3,219.0,0.0,True,Snack
"Potatoes, canned, solids and liquids",Not specified,44.0,1.2,0.11,9.89,0.0,1.4,217.0,0.0,True,Snack
"Potatoes, flesh and skin, raw",Not specified,322.0,2.05,0.09,17.5,0.82,2.1,6.0,0.0,True,Unspecified
"Potatoes, mashed, ready-to-eat",Not specified,444.0,1.97,5.01,13.3,1.76,1.9,298.0,13.0,True,Unspecified
"Potatoes, o'brien, frozen, prepared",Not specified,204.0,2.22,13.2,21.9,0.0,1.7,43.0,0.0,True,Unspecified
"Potatoes, o'brien, frozen, unprepared",Not specified,76.0,1.83,0.14,17.5,0.0,1.9,33.0,0.0,True,Unspecified
"Potatoes, o'brien, home-prepared",Not specified,81.0,2.35,1.28,15.5,0.0,0.0,217.0,4.0,True,Unspecified
"Sweet potato leaves, raw",Not specified,42.0,2.49,0.51,8.82,0.0,5.3,6.0,0.0,True,Unhealthy
"Sweet potato, canned, mashed",Not specified,421.0,1.98,0.2,23.2,5.45,1.7,75.0,0.0,True,Snack
"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra",Not specified,253.0,5.06,0.93,56.0,0.59,7.3,429.0,0.0,True,Snack
"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",Not specified,547.0,6.6,37.0,51.3,0.0,1.2,541.0,3.0,True,Snack
"Potatoes, hash brown, frozen, plain, unprepared",Not specified,82.0,2.06,0.62,17.7,0.0,1.4,22.0,0.0,True,Unspecified
"Babyfood, corn and sweet potatoes, strained",Not specified,287.0,1.26,0.28,15.2,4.0,1.8,14.0,1.0,True,Unhealthy
"Babyfood, juice, apple-sweet potato",Not specified,47.0,0.3,0.1,11.4,9.6,0.5,5.0,0.0,True,Unhealthy
"Babyfood, vegetable, green beans and potatoes",Not specified,62.0,2.2,1.9,9.0,2.35,1.4,18.0,5.0,True,Lunch
"Babyfood, vegetables, sweet potatoes strained",Not specified,57.0,1.1,0.1,13.2,4.05,1.5,22.0,0.0,True,Lunch
"Babyfood, vegetables, sweet potatoes, junior",Not specified,60.0,1.1,0.1,14.0,4.24,1.5,18.0,0.0,True,Lunch
Corned beef and potatoes in tortilla (Apache),Not specified,224.0,7.91,8.31,29.4,1.79,1.5,511.0,11.0,True,Unspecified
"Dumpling, potato- or cheese-filled, frozen",Not specified,815.0,5.26,6.14,29.6,1.75,0.9,474.0,4.0,True,Breakfast
"Potato puffs, frozen, oven-heated",Not specified,192.0,2.13,9.05,27.3,0.27,2.0,463.0,0.0,True,Snack
"Potato soup, instant, dry mix",Not specified,343.0,9.2,3.1,76.1,10.0,7.6,2400.0,12.0,True,Lunch
"Potatoes, baked, flesh and skin, with salt",Not specified,390.0,2.5,0.13,21.2,1.18,2.2,10.0,0.0,True,Unspecified
"Potatoes, baked, flesh, without salt",Not specified,390.0,1.96,0.1,21.6,1.7,1.5,5.0,0.0,True,Unspecified
"Potatoes, baked, skin only, with salt",Not specified,198.0,4.29,0.1,46.1,1.4,7.9,257.0,0.0,True,Unspecified
"Potatoes, baked, skin, without salt",Not specified,198.0,4.29,0.1,46.1,1.4,7.9,21.0,0.0,True,Unspecified
"Potatoes, gold, without skin, raw",Not specified,0.0,1.81,0.264,16.0,0.0,0.0,2.24,0.0,True,Unspecified
"Potatoes, hash brown, refrigerated, unprepared",Not specified,353.0,1.75,0.08,19.2,0.91,1.8,42.0,0.0,True,Unspecified
"Potatoes, red, flesh and skin, baked",Not specified,362.0,2.3,0.15,19.6,1.43,1.8,12.0,0.0,True,Unspecified
"Potatoes, red, flesh and skin, raw",Not specified,70.0,1.89,0.14,15.9,1.29,1.7,18.0,0.0,True,Unspecified
"Potatoes, red, without skin, raw",Not specified,0.0,2.06,0.248,16.3,0.0,0.0,2.86,0.0,True,Unspecified
"Potatoes, Russet, flesh and skin, baked",Not specified,397.0,2.63,0.13,21.4,1.08,2.3,14.0,0.0,True,Unspecified
"Potatoes, russet, without skin, raw",Not specified,0.0,2.27,0.36,17.8,0.0,0.0,2.74,0.0,True,Unspecified
"Potatoes, scalloped, dry mix, unprepared",Not specified,358.0,7.77,4.59,73.9,0.0,8.6,1580.0,5.0,True,Unspecified
TOMATO,130.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Unspecified
TOMATO,14.0 g,71.0,14.3,0.0,35.7,14.3,14.3,179.0,0.0,True,Unspecified
Tomato powder,Not specified,302.0,12.9,0.44,74.7,43.9,16.5,134.0,0.0,True,Unspecified
"Tomato, roma",Not specified,0.0,0.696,0.425,3.84,0.0,0.971,0.0,0.0,True,Unspecified
"Tomato products, canned, sauce, with tomato tidbits",Not specified,32.0,1.32,0.39,7.09,0.0,1.4,15.0,0.0,True,Snack
"Tomatoes, red, ripe, canned, packed in tomato juice",Not specified,69.0,0.79,0.25,3.47,2.55,1.9,115.0,0.0,True,Snack
"Tomato, puree, canned",Not specified,0.0,1.58,0.265,8.04,0.0,1.97,29.4,0.0,True,Snack
"Tomatoes, crushed, canned",Not specified,32.0,1.64,0.28,7.29,4.4,1.9,186.0,0.0,True,Snack
"Tomatoes, crushed, canned",Not specified,0.0,1.44,0.398,7.14,0.0,1.94,140.0,0.0,True,Snack
"Tomatoes, grape, raw",Not specified,113.0,0.83,0.63,5.51,0.0,2.1,6.0,0.0,True,Unspecified
"Tomatoes, green, raw",Not specified,95.0,1.2,0.2,5.1,4.0,1.1,13.0,0.0,True,Unspecified
"Tomatoes, orange, raw",Not specified,16.0,1.16,0.19,3.18,0.0,0.9,42.0,0.0,True,Unspecified
"Tomatoes, sun-dried",Not specified,258.0,14.1,2.97,55.8,37.6,12.3,107.0,0.0,True,Unspecified
"Tomatoes, yellow, raw",Not specified,15.0,0.98,0.26,2.98,0.0,0.7,23.0,0.0,True,Unspecified
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",Not specified,69.0,0.79,0.25,3.47,2.55,1.9,10.0,0.0,True,Snack
"CAMPBELL'S, Tomato Soup, condensed",Not specified,71.0,1.46,0.44,15.2,8.23,1.1,377.0,0.0,True,Lunch
"Salad dressing, bacon and tomato",Not specified,1360.0,1.8,35.0,2.0,2.0,0.2,905.0,4.0,True,Lunch
"Sauce, steak, tomato based",Not specified,398.0,1.25,0.23,22.0,9.82,1.5,1650.0,0.0,True,Dinner
"Soup, tomato, canned, condensed",Not specified,275.0,1.46,0.44,15.2,8.23,1.1,377.0,0.0,True,Lunch
"Tomato products, canned, sauce",Not specified,102.0,1.2,0.3,5.31,3.56,1.5,474.0,0.0,True,Snack
"Tomatoes, red, ripe, cooked",Not specified,18.0,0.95,0.11,4.01,2.49,0.7,11.0,0.0,True,Unspecified
"Beverages, Clam and tomato juice, canned",Not specified,200.0,0.6,0.2,11.0,3.31,0.4,362.0,0.0,True,Snack
"Pasta with tomato sauce, no meat, canned",Not specified,297.0,2.22,0.71,13.9,4.0,0.9,381.0,6.0,True,Lunch
"Soup, tomato bisque, canned, condensed",Not specified,402.0,1.76,1.95,18.5,0.0,0.8,698.0,4.0,True,Lunch
"Soup, tomato rice, canned, condensed",Not specified,389.0,1.64,2.12,17.1,5.9,1.3,635.0,1.0,True,Lunch
"Soup, tomato, low sodium, with water",Not specified,124.0,0.79,0.28,6.57,3.97,0.6,33.0,0.0,True,Lunch
"Spaghetti, with meatballs in tomato sauce, canned",Not specified,100.0,4.37,4.11,11.4,2.91,2.7,280.0,7.0,True,Snack
"Tomato and vegetable juice, low sodium",Not specified,22.0,0.6,0.1,4.59,3.28,0.8,58.0,0.0,True,Lunch
"Tomato juice, canned, with salt added",Not specified,72.0,0.85,0.29,3.53,2.58,0.4,253.0,0.0,True,Snack
"Tomato products, canned, sauce, with mushrooms",Not specified,146.0,1.45,0.13,8.43,5.77,1.5,452.0,0.0,True,Snack
"Tomato products, canned, sauce, with onions",Not specified,42.0,1.56,0.19,9.94,0.0,1.8,551.0,0.0,True,Snack
"Tomato sauce, canned, no salt added",Not specified,102.0,1.2,0.3,5.31,3.56,1.5,11.0,0.0,True,Snack
"Tomato, sauce, canned, with salt added",Not specified,0.0,1.35,0.382,6.33,0.0,1.64,417.0,0.0,True,Snack
"Tomatoes, canned, red, ripe, diced",Not specified,76.0,0.84,0.5,3.32,0.0,0.0,125.0,0.0,True,Snack
"Tomatoes, red, ripe, canned, stewed",Not specified,26.0,0.91,0.19,6.19,3.52,1.0,221.0,0.0,True,Lunch
"Tomatoes, red, ripe, cooked, stewed",Not specified,79.0,1.96,2.68,13.0,0.0,1.7,455.0,0.0,True,Lunch
"Tomatoes, red, ripe, cooked, with salt",Not specified,18.0,0.95,0.11,4.01,2.49,0.7,247.0,0.0,True,Unspecified
"Babyfood, dinner, macaroni and tomato and beef, junior",Not specified,59.0,2.5,1.1,9.4,2.43,1.1,35.0,4.0,True,Unspecified
"Babyfood, dinner, macaroni and tomato and beef, strained",Not specified,61.0,2.36,1.47,9.45,2.09,1.2,38.0,7.0,True,Unspecified
"Babyfood, dinner, spaghetti and tomato and meat, junior",Not specified,285.0,2.57,1.37,11.4,2.72,1.1,30.0,5.0,True,Unspecified
"Babyfood, dinner, spaghetti and tomato and meat, toddler",Not specified,75.0,5.3,1.0,10.8,0.0,0.0,239.0,0.0,True,Unspecified
"Babyfood, ravioli, cheese filled, with tomato sauce",Not specified,99.0,3.6,2.2,16.3,0.59,0.1,282.0,7.0,True,Breakfast
"Beans, baked, canned, with pork and tomato sauce",Not specified,394.0,5.15,0.93,18.7,5.67,4.0,437.0,7.0,True,Snack
"Sauce, tomato chili sauce, bottled, with salt",Not specified,92.0,2.5,0.3,19.8,13.3,2.4,1340.0,0.0,True,Unspecified
"Soup, tomato beef with noodle, canned, condensed",Not specified,469.0,3.55,3.42,16.9,0.0,1.2,731.0,3.0,True,Lunch
"Soup, tomato, canned, condensed, reduced sodium",Not specified,273.0,1.61,0.56,13.4,8.11,1.2,22.0,0.0,True,Lunch
"Soup, tomato, dry, mix, prepared with water",Not specified,38.0,0.93,0.61,7.17,3.9,0.4,356.0,2.0,True,Lunch
"Tomato juice, canned, without salt added",Not specified,72.0,0.85,0.29,3.53,2.58,0.4,10.0,0.0,True,Snack
"Tomato products, canned, puree, with salt added",Not specified,158.0,1.65,0.21,8.98,4.83,1.9,202.0,0.0,True,Snack
"Tomato products, canned, sauce, spanish style",Not specified,33.0,1.44,0.27,7.24,0.0,1.4,472.0,0.0,True,Snack
ONION,128.0 g,289.0,10.9,0.78,59.4,7.03,2.3,430.0,0.0,True,Unspecified
"Onions, raw",Not specified,166.0,1.1,0.1,9.34,4.24,1.7,4.0,0.0,True,Unspecified
"DENNY'S, onion rings",Not specified,1610.0,5.29,22.2,41.0,4.76,2.4,780.0,0.0,True,Unspecified
"Onions, dehydrated flakes",Not specified,1460.0,8.95,0.46,83.3,37.4,9.2,21.0,0.0,True,Unspecified
"Onions, red, raw",Not specified,186.0,0.94,0.1,9.93,0.0,2.2,1.0,0.0,True,Unspecified
"Onions, sweet, raw",Not specified,133.0,0.8,0.08,7.55,5.02,0.9,8.0,0.0,True,Unhealthy
"Onions, welsh, raw",Not specified,34.0,1.9,0.4,6.5,2.18,2.4,17.0,0.0,True,Unspecified
"Onions, white, raw",Not specified,148.0,0.89,0.13,7.68,0.0,1.2,2.0,0.0,True,Unspecified
"Onions, yellow, raw",Not specified,160.0,0.83,0.05,8.61,0.0,1.9,1.0,0.0,True,Unspecified
"Onions, yellow, sauteed",Not specified,123.0,0.95,10.8,7.86,0.0,1.7,12.0,0.0,True,Unspecified
"Spices, onion powder",Not specified,1430.0,10.4,1.04,79.1,6.63,15.2,73.0,0.0,True,Unspecified
"APPLEBEE'S, crunchy onion rings",Not specified,356.0,4.58,19.6,40.2,4.48,3.1,833.0,0.0,True,Unspecified
"BURGER KING, Onion Rings",Not specified,1740.0,3.86,25.2,43.6,5.43,2.7,776.0,0.0,True,Lunch
"Crackers, matzo, egg and onion",Not specified,391.0,10.0,3.9,77.1,0.0,5.0,285.0,45.0,True,Breakfast
"Gravy, onion, dry, mix",Not specified,1350.0,9.0,3.0,67.6,0.0,6.0,4190.0,2.0,True,Unspecified
"Onions, canned, solids and liquids",Not specified,78.0,0.85,0.09,4.02,2.2,1.2,371.0,0.0,True,Snack
"Onions, frozen, chopped, unprepared",Not specified,29.0,0.79,0.1,6.82,0.0,1.8,12.0,0.0,True,Unspecified
"Onions, frozen, whole, unprepared",Not specified,35.0,0.89,0.06,8.45,3.81,1.7,10.0,0.0,True,Unspecified
"Peas and onions, frozen, unprepared",Not specified,70.0,3.98,0.32,13.5,0.0,3.5,61.0,0.0,True,Unspecified
"Soup, onion, canned, condensed",Not specified,192.0,3.06,1.42,6.68,2.72,0.7,516.0,0.0,True,Lunch
"Soup, onion, dry, mix",Not specified,1230.0,7.48,0.34,65.1,4.65,6.6,8030.0,0.0,True,Lunch
"Onions, cooked, boiled, drained, with salt",Not specified,176.0,1.36,0.19,9.56,4.73,1.4,239.0,0.0,True,Unspecified
"Onions, young green, tops only",Not specified,27.0,0.97,0.47,5.74,3.91,1.8,15.0,0.0,True,Unspecified
"Peas and onions, canned, solids and liquids",Not specified,51.0,3.28,0.38,8.57,0.0,2.3,442.0,0.0,True,Snack
"Restaurant, family style, onion rings",Not specified,356.0,4.89,19.3,40.7,4.68,2.6,692.0,0.0,True,Unspecified
"Soup, cream of onion, canned, condensed",Not specified,368.0,2.2,4.2,10.4,3.64,0.4,637.0,12.0,True,Lunch
"Tomato products, canned, sauce, with onions",Not specified,42.0,1.56,0.19,9.94,0.0,1.8,551.0,0.0,True,Snack
"SUBWAY, sweet onion chicken teriyaki sub on white bread with lettuce, tomato and sweet onion sauce",Not specified,649.0,10.9,2.37,22.5,6.06,1.2,305.0,22.0,True,Breakfast
"CRACKER BARREL, onion rings, thick-cut",Not specified,327.0,4.78,16.0,41.0,4.82,2.2,463.0,0.0,True,Unspecified
"Fast foods, onion rings, breaded and fried",Not specified,1720.0,3.86,25.2,43.6,5.43,2.7,776.0,0.0,True,Breakfast
"Onions, cooked, boiled, drained, without salt",Not specified,184.0,1.36,0.19,10.2,4.73,1.4,3.0,0.0,True,Unspecified
"Pickles, chowchow, with cauliflower onion mustard, sweet",Not specified,505.0,1.5,0.9,26.6,23.9,1.5,527.0,0.0,True,Unhealthy
"Snacks, corn-based, extruded, onion-flavor",Not specified,499.0,7.7,22.6,65.1,4.83,3.9,950.0,0.0,True,Unspecified
"Soup, onion, dry, mix, prepared with water",Not specified,52.0,0.32,0.01,2.77,0.2,0.3,346.0,0.0,True,Lunch
"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",Not specified,649.0,10.9,2.37,22.5,6.06,1.2,305.0,22.0,True,Breakfast
"Onion rings, breaded, par fried, frozen, unprepared",Not specified,258.0,3.15,14.1,30.5,0.0,1.8,246.0,0.0,True,Breakfast
"Onions, frozen, chopped, cooked, boiled, drained, with salt",Not specified,26.0,0.77,0.1,6.0,2.9,1.7,248.0,0.0,True,Unspecified
"Onions, frozen, whole, cooked, boiled, drained, with salt",Not specified,108.0,0.71,0.05,6.11,2.9,1.4,244.0,0.0,True,Unspecified
"Onions, spring or scallions (includes tops and bulb), raw",Not specified,32.0,1.83,0.19,7.34,2.33,2.6,16.0,0.0,True,Unspecified
"Peas and onions, frozen, cooked, boiled, drained, with salt",Not specified,45.0,2.54,0.2,8.63,3.77,2.2,273.0,0.0,True,Unspecified
