item_name,serving_size,calories_(kcal),protein_(g),total_fat_(g),carbohydrates_(g),sugar_(g),fiber_(g),sodium_(mg),cholesterol_(mg),pakistani,meal_type
PEANUTS,28.0 g,571.0,25.0,50.0,17.9,3.57,7.1,0.0,0.0,True,Snack
PEANUTS,28.0 g,571.0,25.0,50.0,14.3,3.57,7.1,893.0,0.0,True,Snack
PEANUTS,28.0 GRM,571.0,21.4,46.4,21.4,3.57,7.1,607.0,0.0,True,Snack
PEANUTS,28.0 g,564.0,21.4,35.7,39.3,14.3,5.4,821.0,0.0,True,Snack
PEANUTS,28.0 g,536.0,21.4,46.4,21.4,3.57,7.1,607.0,0.0,True,Snack
PEANUTS,28.0 g,571.0,25.0,46.4,17.9,3.57,7.1,375.0,0.0,True,Snack
WALNUTS,28.0 g,654.0,14.3,64.3,14.3,3.57,7.1,4.0,0.0,True,Snack
WALNUTS,30.0 g,667.0,16.7,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
WALNUTS,30.0 IU,667.0,16.7,66.7,13.3,3.33,6.7,160.0,0.0,True,Snack
WALNUTS,28.0 GRM,643.0,14.3,64.3,14.3,3.57,7.1,0.0,0.0,True,Snack
WALNUTS,28.0 g,643.0,14.3,60.7,17.9,3.57,3.6,18.0,0.0,True,Snack
WALNUTS,32.0 g,656.0,15.6,65.6,12.5,3.12,6.2,0.0,0.0,True,Snack
WALNUTS,30.0 GRM,667.0,16.7,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
WALNUTS,28.0 g,643.0,14.3,64.3,14.3,3.57,7.1,0.0,0.0,True,Snack
WALNUTS,28.0 g,679.0,14.3,64.3,14.3,3.57,7.1,4.0,0.0,True,Snack
WALNUTS,33.0 g,667.0,15.2,66.7,15.2,3.03,6.1,0.0,0.0,True,Snack
WALNUTS,30.0 g,667.0,16.7,66.7,13.3,0.0,6.7,0.0,0.0,True,Snack
WALNUTS,30.0 g,700.0,16.7,66.7,13.3,0.0,10.0,0.0,0.0,True,Snack
WALNUTS,40.0 g,400.0,15.0,65.0,12.5,2.5,7.5,2.0,0.0,True,Snack
WALNUTS,28.0 g,679.0,14.3,64.3,14.3,0.0,7.1,4.0,0.0,True,Snack
WALNUTS,34.0 g,647.0,14.7,64.7,14.7,2.94,5.9,0.0,0.0,True,Snack
WALNUTS,30.0 IU,667.0,0.0,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
WALNUTS,28.0 GRM,679.0,14.3,64.3,14.3,3.57,7.1,0.0,0.0,True,Snack
WALNUTS,30.0 g,700.0,16.7,66.7,13.3,0.0,6.7,0.0,0.0,True,Snack
WALNUTS,30.0 g,717.0,16.7,66.7,10.0,0.0,10.0,0.0,0.0,True,Snack
WALNUTS,29.0 g,655.0,13.8,65.5,13.8,3.45,6.9,0.0,0.0,True,Snack
WALNUTS,30.0 g,87.0,16.7,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
"WALNUTS IN SYRUP, WALNUTS",36.0 g,417.0,5.56,22.2,52.8,41.7,2.8,0.0,0.0,True,Snack
"WALNUT PROTEIN BREAD, WALNUT",50.0 GRM,260.0,18.0,12.0,28.0,2.0,16.0,460.0,0.0,True,Breakfast
"PISTACHIO PISTACHIO ICE CREAM WITH LIGHTLY ROASTED PISTACHIOS, PISTACHIO PISTACHIO",144.0 GRM,264.0,5.56,18.1,20.8,18.8,0.7,73.0,62.0,True,Dinner
"PISTACHIO BUTTER, PISTACHIO",32.0 GRM,625.0,12.5,53.1,31.2,18.8,9.4,0.0,0.0,True,Breakfast
"PISTACHIO NUTS, PISTACHIO",30.0 GRM,567.0,20.0,46.7,26.7,6.67,10.0,433.0,0.0,True,Snack
"PISTACHIO SHORTBREAD, PISTACHIO",23.0 g,522.0,8.7,30.4,50.9,18.3,1.7,335.0,74.0,True,Breakfast
"PISTACHIO FROZEN YOGURT WITH PISTACHIO PIECES, PISTACHIO",96.0 g,146.0,5.21,4.17,20.8,16.7,1.0,99.0,10.0,True,Breakfast
"PISTACHIO ICE CREAM WITH ROASTED PISTACHIOS, PISTACHIO",90.0 g,211.0,4.44,12.2,22.2,18.9,1.1,72.0,39.0,True,Dinner
"FINE CHOCOLATE WITH PISTACHIOS, PISTACHIOS",30.0 g,567.0,10.0,33.3,53.3,46.7,3.3,83.0,0.0,True,Unhealthy
"FINE CHOCOLATE WITH PISTACHIOS, PISTACHIOS",40.0 g,550.0,7.5,35.0,50.0,37.5,2.5,138.0,12.0,True,Unhealthy
"FINE CHOCOLATE WITH PISTACHIOS, PISTACHIOS",33.0 GRM,545.0,9.09,36.4,51.5,48.5,3.0,76.0,15.0,True,Unhealthy
SUGAR,4.0 g,375.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,True,Unhealthy
"JAGGERY BALL, UNREFINED CANE SUGAR",28.0 g,357.0,0.0,0.0,92.9,85.7,0.0,36.0,0.0,True,Unhealthy
"HOME STYLE GOR-KERI PICKLE, SWEET & SPICY MANGO",20.0 g,250.0,0.0,5.0,55.0,50.0,0.0,1600.0,0.0,True,Unhealthy
LIME SWEET PICKLE,20.0 g,250.0,0.0,5.0,55.0,50.0,0.0,1600.0,0.0,True,Unhealthy
"MASALA CHAI CONCENTRATE, MASALA CHAI",118.0 MLT,51.0,0.0,0.0,11.9,11.9,0.0,0.0,0.0,True,Breakfast
"SWEET LIME PICKLE, SWEET",20.0 g,250.0,0.0,5.0,55.0,50.0,0.0,1600.0,0.0,True,Unhealthy
"MEDIUM HOT VINDALOO ALL NATURAL SIMMER SAUCE, MEDIUM HOT, VINDALOO",95.0 g,84.0,2.11,5.26,10.5,3.16,2.1,526.0,0.0,True,Lunch
"MED MADRAS CURRY, MED",14.0 g,321.0,2.86,22.9,27.1,15.7,5.0,871.0,21.0,True,Lunch
"NATCO, TAMARIND & DATE SAUCE, SWEET & SPICY, SWEET & SPICY",30.0 g,133.0,0.0,0.0,33.3,26.7,0.0,700.0,0.0,True,Unhealthy
"DOUBLE DARK CHOCOLATE PISTACHIO GRAIN-FREE BISCOTTI, DOUBLE DARK CHOCOLATE PISTACHIO",28.5 GRM,565.0,14.0,35.1,52.6,17.5,7.0,474.0,0.0,True,Unhealthy
"POTATO & PEA SAMOSAS, POTATO & PEA",57.0 GRM,211.0,5.26,7.89,31.6,3.51,3.5,456.0,0.0,True,Unhealthy
"VEGETABLE PAD THAI, TANGY SPICY STIR-FRIED RICE NOODLES MIXED WITH SELECT VEGETABLES",255.0 g,192.0,3.92,7.45,28.2,3.53,2.0,290.0,0.0,True,Lunch
"NORTH INDIAN SAMOSAS, NORTH INDIAN",130.0 g,231.0,4.62,7.69,34.6,4.62,3.1,462.0,0.0,True,Unhealthy
"SWEET POTATO SAMOSAS, SWEET POTATO",85.0 g,247.0,2.35,11.8,31.8,3.53,3.5,424.0,0.0,True,Unhealthy
"CHICKEN TIKKA STREET WRAP, CHICKEN",255.0 g,149.0,8.24,4.71,19.2,2.75,1.2,361.0,6.0,True,Dinner
HONEY,21.0 GRM,286.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,True,Breakfast
HONEY,21.0 g,286.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,True,Breakfast
HONEY,15.0 g,333.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,True,Breakfast
HONEY,21.0 IU,286.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,True,Breakfast
HONEY,21.0 g,286.0,0.0,0.0,81.0,76.2,0.0,0.0,0.0,True,Breakfast
HONEY,15.0 g,333.0,0.0,0.0,86.7,80.0,0.0,0.0,0.0,True,Breakfast
HONEY,12.0 g,292.0,0.0,0.0,83.3,75.0,0.0,0.0,0.0,True,Breakfast
HONEY,22.0 g,291.0,0.0,0.0,77.3,72.7,0.0,0.0,0.0,True,Breakfast
HONEY,21.0 MG,305.0,0.0,0.0,81.0,81.0,0.0,5.0,0.0,True,Breakfast
HONEY,21.0 g,333.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,True,Breakfast
HONEY,21.0 g,286.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,1.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,1.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,240.0 ml,19.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,True,Breakfast
GREEN TEA,240.0 ml,29.0,0.0,0.0,7.5,7.5,0.0,4.0,0.0,True,Breakfast
GREEN TEA,1.7999999523162842 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,240.0 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,240.0 ml,29.0,0.0,0.0,7.5,7.08,0.0,0.0,0.0,True,Breakfast
GREEN TEA,2.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,237.0 ml,19.0,0.0,0.0,5.06,4.22,0.0,0.0,0.0,True,Breakfast
GREEN TEA,2.0 g,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,473.0 MLT,25.0,0.0,0.0,6.55,6.34,0.0,2.0,0.0,True,Breakfast
GREEN TEA,1.2999999523162842 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,360.0 ml,22.0,0.0,0.0,5.83,5.83,0.0,0.0,0.0,True,Breakfast
GREEN TEA,473.0 ml,25.0,0.0,0.0,6.55,6.55,0.0,0.0,0.0,True,Breakfast
GREEN TEA,500.0 ml,26.0,0.0,0.0,6.6,6.4,0.0,7.0,0.0,True,Breakfast
GREEN TEA,2.200000047683716 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,1.7000000476837158 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,236.0 ml,30.0,0.0,0.0,8.05,7.63,0.0,0.0,0.0,True,Breakfast
GREEN TEA,240.0 MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
GREEN TEA,237.0 ml,8.0,0.0,0.0,4.22,4.22,0.0,0.0,0.0,True,Breakfast
GREEN TEA,240.0 ml,21.0,0.0,0.0,5.83,5.83,0.0,0.0,0.0,True,Breakfast
BLACK TEA,2.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
BLACK TEA,237.0 ml,34.0,0.0,0.0,8.44,8.44,0.0,0.0,0.0,True,Breakfast
BLACK TEA,236.0 ml,13.0,0.0,0.0,3.39,3.39,0.0,4.0,0.0,True,Breakfast
BLACK TEA,2.2 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
BLACK TEA,100.0 g,205.0,24.5,1.2,61.7,1.3,37.6,0.0,0.0,True,Breakfast
BLACK TEA,450.0 ml,20.0,0.0,0.0,4.89,4.67,0.0,0.0,0.0,True,Breakfast
BLACK TEA,1.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
BLACK TEA,2.0 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
BLACK TEA,2.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Breakfast
"PICKLED EGGS, PICKLED",79.0 ml,139.0,10.1,7.59,3.8,3.8,0.0,684.0,285.0,True,Breakfast
APPLE CIDER VINEGAR WITH COCONUT VINEGAR DRINKING VINEGARS,240.0 ml,6.0,0.0,0.0,1.67,1.25,0.0,0.0,0.0,True,Lunch
"SALT & VINEGAR PEANUTS, SALT & VINEGAR",32.0 GRM,562.0,25.0,46.9,18.8,3.12,6.2,359.0,0.0,True,Snack
SUSHI VINEGAR SEASONED RICE VINEGAR,15.0 ml,133.0,0.0,0.0,40.0,40.0,0.0,3270.0,0.0,True,Lunch
"SWEET VINEGAR SLAW, SWEET VINEGAR",107.0 GRM,84.0,0.93,3.27,14.0,12.2,1.9,168.0,0.0,True,Unhealthy
"CURRY CASHEWS, CURRY",32.0 g,562.0,15.6,43.8,28.1,6.25,3.1,344.0,0.0,True,Lunch
"CURRY CASHEWS, CURRY",30.0 g,567.0,16.7,43.3,30.0,6.67,3.3,400.0,0.0,True,Lunch
"CURRY CAULIFLOWER, CURRY",28.0 g,0.0,0.0,0.0,7.14,3.57,3.6,893.0,0.0,True,Lunch
"CURRY COUSCOUS, CURRY",120.0 GRM,217.0,5.83,5.83,35.8,0.83,2.5,400.0,0.0,True,Lunch
"CURRY JACKFRUIT, CURRY",110.0 g,82.0,1.82,3.64,10.9,1.82,5.5,264.0,0.0,True,Lunch
"CURRY SEASONING, CURRY",18.0 g,28.0,0.0,0.0,11.1,0.0,0.0,1940000.0,0.0,True,Lunch
"CURRY SEASONING, CURRY",16.0 g,62.0,0.0,0.0,12.5,0.0,0.0,1620.0,0.0,True,Lunch
CURRY,1.0 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Lunch
"CURRY LOVE, SPINACH CURRY",80.0 g,100.0,1.25,4.38,6.25,2.5,1.2,162.0,12.0,True,Lunch
"CURRY MUSHROOM JERKY, CURRY",30.0 g,367.0,3.33,23.3,53.3,16.7,20.0,633.0,0.0,True,Lunch
"ORGANIC CURRY KETCHUP, CURRY",15.0 g,100.0,0.0,0.0,20.0,13.3,0.0,500.0,0.0,True,Lunch
"KERALA CURRY, CURRIED LEMON CHUTNEY",6.0 g,83.0,0.0,0.0,16.7,0.0,0.0,1080.0,0.0,True,Lunch
"CURRY INFUSED OLIVE OIL, CURRY",15.0 ml,800.0,0.0,93.3,0.0,0.0,0.0,0.0,0.0,True,Lunch
"KERALA CURRY, KERA CURRY SAUCE",57.0 g,70.0,1.75,2.63,10.5,1.75,3.5,35.0,0.0,True,Lunch
"THAI CURRY NUGGETS, THAI CURRY",85.0 g,188.0,16.5,8.24,14.1,3.53,8.2,482.0,0.0,True,Lunch
"CHICKEN CURRY SOUP, CHICKEN CURRY",454.0 g,66.0,3.08,2.2,8.59,1.1,0.7,335.0,7.0,True,Lunch
"COCONUT VEGETABLE CURRY, MEDIUM CURRY",62.0 g,129.0,1.61,11.3,8.06,3.23,1.6,855.0,0.0,True,Lunch
"CURRY CAULIFLOWER WRAP, CURRY CAULIFLOWER",230.0 g,200.0,4.35,11.3,22.2,2.17,3.0,361.0,4.0,True,Lunch
"CURRY CHICKEN SALAD, CURRY CHICKEN",100.0 GRM,300.0,11.0,23.0,10.0,7.0,1.0,390.0,50.0,True,Lunch
"CURRY CHICKEN SALAD, CURRY CHICKEN",100.0 g,230.0,11.0,15.0,15.0,11.0,2.0,450.0,35.0,True,Lunch
"CURRY GREEK YOGURT DRESSING, CURRY",30.0 ml,100.0,3.33,6.67,10.0,3.33,3.3,967.0,0.0,True,Breakfast
"CURRY MOLE SAUCE, CURRY MOLE",30.0 g,117.0,3.33,6.67,10.0,3.33,3.3,150.0,0.0,True,Lunch
"CURRY RAMEN NOODLE SOUP, CURRY",80.0 g,438.0,11.2,16.2,63.8,6.25,3.8,1810.0,0.0,True,Lunch
"HOT CURRY SAUCE, HOT CURRY",100.0 ml,124.0,1.7,5.6,15.5,7.8,0.0,1800.0,0.0,True,Lunch
"ISLAND CURRY SAUCE, ISLAND CURRY",16.0 g,125.0,0.0,3.12,18.8,6.25,0.0,1250.0,0.0,True,Lunch
"PANANG CURRY PASTE, PANANG CURRY",4.5 g,222.0,0.0,11.1,22.2,0.0,0.0,2780.0,0.0,True,Lunch
"PUMPKIN CURRY SOUP, PUMPKIN CURRY",245.0 g,57.0,0.82,3.27,6.94,2.04,1.2,261.0,0.0,True,Lunch
"PUMPKIN CURRY SOUP, PUMPKIN CURRY",245.0 g,53.0,0.82,2.86,6.94,2.86,1.2,265.0,0.0,True,Lunch
"RED CURRY SAUCE, RED CURRY",125.0 g,168.0,2.4,11.2,16.0,12.8,0.8,632.0,0.0,True,Lunch
"SAVERNE, ARTISANAL KRAUT, CURRY, CURRY",30.0 g,33.0,0.0,0.0,3.33,0.0,3.3,533.0,0.0,True,Lunch
"SPICY CURRY SOUP, SPICY CURRY",400.0 g,45.0,0.75,2.75,4.5,0.0,0.5,220.0,0.0,True,Lunch
"THAI CURRY JACKFRUIT, THAI CURRY",75.0 g,53.0,0.0,1.33,9.33,2.67,4.0,160.0,0.0,True,Lunch
"THAI GREEN CURRY, GREEN CURRY",114.0 g,105.0,0.0,6.14,12.3,7.89,0.9,193.0,0.0,True,Lunch
"VINDALOO CURRY SEASONING, VINDALOO CURRY",3.5 g,286.0,0.0,0.0,57.1,0.0,28.6,0.0,0.0,True,Lunch
"YELLOW CURRY RICE, YELLOW CURRY",50.0 g,360.0,8.0,3.0,74.0,0.0,2.0,1220.0,0.0,True,Lunch
"KERALA CURRY, HOT VINDALOO CURRY SAUCE",68.0 g,118.0,1.47,8.82,7.35,1.47,2.9,1020.0,0.0,True,Lunch
CHICKEN CURRY,140.0 g,157.0,13.6,9.29,5.0,2.14,0.0,364.0,43.0,True,Lunch
CHICKEN CURRY,62.0 g,113.0,1.61,9.68,8.06,3.23,3.2,661.0,16.0,True,Lunch
CURRY JACKFRUIT,110.0 g,82.0,1.82,4.09,9.09,1.82,5.5,300.0,0.0,True,Lunch
CURRY PASTE,16.0 g,312.0,0.0,25.0,18.8,0.0,0.0,3000.0,0.0,True,Lunch
CURRY POWDER,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,True,Lunch
CURRY POWDER,5.0 g,300.0,0.0,0.0,40.0,0.0,20.0,10200.0,0.0,True,Lunch
CURRY POWDER,1.0 g,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,True,Lunch
CURRY POWDER,0.5 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Lunch
CURRY POWDER,0.699999988079071 GRM,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,True,Lunch
"SAY CHEEZE! COCONUT CHIPS, SAY CHEEZE!",20.0 g,600.0,20.0,55.0,25.0,5.0,20.0,0.0,0.0,True,Unhealthy
PAV BHAJI MASALA,5.0 g,380.0,20.0,20.0,40.0,0.0,0.0,2800.0,0.0,True,Lunch
"MYRNA'S, SKINNY CRISPS, GOURMET CRACKERS, SAY CHEESE, SAY CHEESE",14.0 g,500.0,21.4,25.0,50.0,14.3,14.3,1210.0,0.0,True,Breakfast
"SAY HOT! WHITE CHEDDAR JALAPENO GOURMET POPCORN, SAY HOT!",28.0 g,500.0,10.7,32.1,53.6,3.57,10.7,714.0,18.0,True,Unhealthy
"SAY CHEESE! WHITE CHEDDAR & YELLOW CHEESE GOURMET POPCORN, SAY CHEESE!",28.0 g,500.0,10.7,32.1,50.0,0.0,10.7,607.0,18.0,True,Breakfast
SPICE MIX FOR SABZI/PAV BHAJI,5.0 g,200.0,20.0,13.0,40.0,0.0,20.0,16400.0,0.0,True,Lunch
"WHOLE GRAIN BAKED CRACKERS, SAY CHEESE",28.0 g,500.0,10.7,17.9,71.4,7.14,7.1,929.0,0.0,True,Breakfast
"SAY CHEESE! GLUTEN FREE CRACKERS BAKED WITH OATS, BROWN RICE, MILLET, QUINOA & AMARANTH, SAY CHEESE!",30.0 g,467.0,10.0,16.7,66.7,6.67,6.7,767.0,0.0,True,Breakfast
AUTHENTIC INDIAN MASHED VEGETABLE CURRY PAV BHAJI,125.0 GRM,136.0,2.4,10.4,8.0,3.2,1.6,464.0,20.0,True,Lunch
"KITCHENS OF INDIA, MASHED VEGETABLE CURRY, PAV BHAJI",125.0 g,168.0,1.6,12.0,12.8,2.4,1.6,736.0,24.0,True,Lunch
"SAY CHEESE, CHEESECAKE WHITE CHOCOLATE FLAVORED CHEESECAKE ICE CREAM WITH RASPBERRY AND GRAHAM SWIRLS AND CHEESECAKE PIECES, SAY CHEESE, CHEESECAKE",127.0 GRM,260.0,3.15,13.4,32.3,24.4,0.0,79.0,51.0,True,Breakfast
"SAY BEL-JOY-OSO, BELGIOIOSO, ASIAGO CHEESE WITH SPICY RED PEPPERS, PEPERONCINO, PEPERONCINO",28.0 g,357.0,25.0,28.6,0.0,0.0,0.0,1210.0,89.0,True,Breakfast
"SAY CHEESE, CHEESECAKE STRAWBERRY CHEESECAKE ICE CREAM WITH STRAWBERRY FLAVORED REVEL AND GRAHAM CRUNCH",94.0 g,245.0,3.19,11.7,33.0,26.6,0.0,90.0,43.0,True,Breakfast
"YOGURT PEANUT CLUSTERS, YOGURT",40.0 g,0.0,0.0,37.5,42.5,35.0,2.5,38.0,0.0,True,Breakfast
"GARLIC TOAST, GARLIC",40.0 g,375.0,5.0,25.0,32.5,2.5,2.5,525.0,0.0,True,Breakfast
"ALMOST VEGGIE BONE BROTH, ALMOST VEGGIE",236.0 ml,15.0,1.69,0.0,1.27,1.27,0.0,85.0,0.0,True,Breakfast
"BUBBA'S FINE FOODS, SNACK MIX, CHIPOTLE HONEY BBQ, CHIPOTLE HONEY BBQ",28.0 g,571.0,7.14,39.3,42.9,7.14,7.1,786.0,0.0,True,Breakfast
"CORINNE'S BAKED GOODS, ORGANIC GREEN TEA WHITE CHOCOLATE CHIP COOKIES",57.0 g,404.0,3.51,17.5,56.1,31.6,1.8,246.0,79.0,True,Breakfast
"CORINNE'S BAKED GOODS, ORGANIC PUMPKIN COOKIES, 2CHOCOLATE CHIP, 2CHOCOLATE CHIP",57.0 g,491.0,5.26,29.8,56.1,33.3,1.8,228.0,88.0,True,Unhealthy
"OLD TOWN, POPCORN & BUCKET",28.0 g,464.0,3.57,28.6,46.4,21.4,3.6,393.0,18.0,True,Unhealthy
"PASTA SAUCE, BEAN & TRUFFLE",113.0 g,40.0,1.77,0.88,6.19,0.88,1.8,513.0,0.0,True,Lunch
"TREE FORT, FLAVORED SODA, JUICY ORANGE, JUICY ORANGE",355.0 ml,39.0,0.0,0.0,10.1,9.86,0.0,0.0,0.0,True,Unhealthy
"COUGAR MOUNTAIN, GOURMET COOKIES, CHOCOLATE CHUNK, CHOCOLATE CHUNK",99.0 g,414.0,5.05,16.2,65.7,37.4,2.0,475.0,30.0,True,Unhealthy
"KROGER, PASTEURIZED PROCESS CHEESE FOOD, HOT PEPPER, HOT PEPPER",28.0 g,321.0,21.4,21.4,7.14,0.0,0.0,1500.0,71.0,True,Breakfast
AUTHENTIC ORGANIC CHAI CONCENTRATE,60.0 ml,83.0,0.17,0.0,21.7,20.0,0.0,0.0,0.0,True,Breakfast
"AUTHENTIC SMOOTH, AROMATIC, WELL BALANCED ORGANIC CHAI CONCENTRATE, AUTHENTIC",60.0 ml,83.0,0.17,0.0,21.7,20.0,0.0,0.0,0.0,True,Breakfast
"DIET CAPPUCCINO  CHEESECAKE, CAPPUCCINO",70.0 GRM,136.0,12.1,6.43,7.86,6.43,0.0,114.0,29.0,True,Breakfast
"DIET CAPPUCCINO CHEESECAKES, DIET CAPPUCCINO",70.0 g,136.0,12.1,6.43,7.86,6.43,0.0,114.0,29.0,True,Breakfast
"DIET CHOCOLATE CHEESECAKES, CHOCOLATE",70.0 GRM,136.0,12.1,6.43,7.86,6.43,0.0,114.0,29.0,True,Breakfast
"DIET CHOCOLATE CHEESECAKES, DIET CHOCOLATE",70.0 g,136.0,12.1,6.43,7.86,6.43,0.0,114.0,29.0,True,Breakfast
GUJARATI ROTI BREAD,39.0 g,256.0,10.3,7.69,38.5,5.13,0.0,487.0,0.0,True,Breakfast
ORIGINAL ROTI BREAD,50.0 GRM,260.0,10.0,7.0,40.0,4.0,4.0,480.0,0.0,True,Breakfast
"TANDOORI MASALA SEASONING, TANDOORI MASALA",2.0 g,250.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,True,Dinner
TANDOORI MASALA,8.0 g,375.0,12.5,12.5,37.5,12.5,25.0,6250.0,0.0,True,Dinner
TANDOORI VEGETABLES,88.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Lunch
"INDIAN TANDOORI ARTICHOKE BURGERS, INDIAN TANDOORI",71.0 g,324.0,8.45,18.3,32.4,5.63,4.2,197.0,0.0,True,Lunch
"TANDOORI MASALA ORGANIC SEASONING, TANDOORI MASALA",2.0 GRM,250.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,True,Dinner
"TANDOORI NAAN AUTHENTIC INDIAN BREAD, TANDOORI",75.0 GRM,307.0,9.33,4.0,58.7,2.67,2.7,413.0,0.0,True,Breakfast
"TANDOORI MASALA SEASONING MIX FOR TANDOORI STYLE BARBECUE CHICKEN, TANDOORI MASALA",8.0 GRM,312.0,12.5,12.5,25.0,0.0,12.5,15000.0,0.0,True,Dinner
COUSCOUS ROASTED GARLIC AIL ROTI,40.0 MG,350.0,10.0,2.5,75.0,5.0,2.5,1350.0,0.0,True,Lunch
"NATCO, TANDOORI MASALA",10.0 g,300.0,10.0,10.0,40.0,10.0,20.0,9800.0,0.0,True,Dinner
ORIGINAL TANDOORI FLATBREAD,128.0 GRM,266.0,7.81,3.91,46.9,1.56,1.6,586.0,0.0,True,Breakfast
TANDOORI GRILL SAUCE,15.0 g,167.0,0.0,13.3,20.0,6.67,0.0,567.0,0.0,True,Dinner
TANDOORI TIKKA MARINADE,15.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Dinner
"PICNIC, YOGURT CHEESE SPREAD, TANDOORI GARLIC, TANDOORI GARLIC",33.0 g,273.0,6.06,21.2,9.09,3.03,0.8,455.0,76.0,True,Breakfast
WHOLE WHEAT PAIN WRAP ROTI BREAD,50.0 GRM,260.0,10.0,7.0,38.0,4.0,6.0,460.0,0.0,True,Breakfast
"CHICKEN TANDOORI SAMOSAS, CHICKEN",85.0 g,247.0,12.9,8.24,29.4,1.18,2.4,388.0,29.0,True,Unhealthy
EASY ROASTING TANDOORI VEGETABLES,85.0 g,47.0,2.35,0.0,10.6,1.18,2.4,18.0,0.0,True,Lunch
"LASSI, MANGO",236.0 ml,72.0,2.54,1.27,13.6,12.7,0.0,38.0,4.0,True,Breakfast
LASSI YOGURT DRINK,40.0 MLT,275.0,7.5,25.0,5.0,5.0,0.0,1500.0,100.0,True,Breakfast
"LOW FAT LASSI, MANGO",295.0 ml,71.0,2.37,1.36,13.2,12.2,0.0,37.0,5.0,True,Breakfast
"LOW FAT LASSI, SWEET",236.0 ml,97.0,2.12,1.48,19.5,18.2,0.0,31.0,5.0,True,Breakfast
"ALPHONSO MANGO LASSI, ALPHONSO MANGO",207.0 ml,68.0,3.38,2.9,8.7,8.21,0.2,34.0,10.0,True,Breakfast
"DAHLICIOUS LASSI, INDIAN STYLE SMOOTHIE",237.0 ml,76.0,3.8,3.8,7.59,6.75,0.0,84.0,15.0,True,Breakfast
"DRINKABLE YOGURT, BLUEBERRY CARDAMOM LASSI",237.0 ml,55.0,2.95,0.84,8.86,8.02,0.4,40.0,4.0,True,Breakfast
"FIELD STRAWBERRY LASSI, FIELD STRAWBERRY",237.0 ml,72.0,3.38,3.8,7.17,7.17,0.0,46.0,13.0,True,Breakfast
"MANGO LASSI YOGURT DRINK, MANGO",240.0 MLT,86.0,1.67,3.33,13.3,12.5,0.0,18.0,12.0,True,Breakfast
"ORIGINAL LASSI YOGURT DRINK, ORIGINAL",241.0 g,51.0,2.07,4.15,1.66,1.66,0.0,0.0,15.0,True,Breakfast
"PLAIN LASSI YOGURT SMOOTHIE, PLAIN",237.0 MLT,68.0,3.8,4.22,4.64,4.64,0.0,51.0,15.0,True,Breakfast
"WILD BLUEBERRY LASSI, WILD BLUEBERRY",207.0 ml,72.0,3.38,3.38,8.21,8.21,0.1,43.0,14.0,True,Breakfast
